"","V1","mRRB","mRRCa","mRRCu","mRRFe","mRRK","mRRMg","mRRMn","mRRN","mRRP","mRRS","mRRZn","LocYrCrWNTC","LocYrCrWNTCCO2.x","Zn.x","Fe.x","N.x","P.x","K.x","S.x","B.x","Ca.x","Mg.x","Mn.x","Cu.x","co2.x","LocYrCrWNTCCO2.y","Zn.y","Fe.y","N.y","P.y","K.y","S.y","B.y","Ca.y","Mg.y","Mn.y","Cu.y","co2.y"
"40","Maricopa__Arizona 1998 Sorghum Dry Medium NA NA ","0.986301369863014","1.04838709677419","0.942446043165468","0.958521190261497","1.0062893081761","0.967391304347826","0.963218390804598","0.957325746799431","0.963153384747215","0.987562189054726","0.966304347826087","Maricopa__Arizona 1998 Sorghum Dry Medium NA NA ","Maricopa__Arizona 1998 Sorghum Dry Medium NA NA aCO2",23,27.725,1.7575,0.29175,0.3975,1005,5.475,0.0155,0.138,21.75,3.475," aCO2","Maricopa__Arizona 1998 Sorghum Dry Medium NA NA eCO2",22.225,26.575,1.6825,0.281,0.4,992.5,5.4,0.01625,0.1335,20.95,3.275," eCO2"
"41","Maricopa__Arizona 1998 Sorghum Wet Medium NA NA ","0.935672514619883","1.16666666666667","1.04683195592286","1.07176391683434","1.0031746031746","1.03512014787431","1.01857923497268","1.02271526677232","1.03115264797508","1.03013698630137","1.05115511551155","Maricopa__Arizona 1998 Sorghum Wet Medium NA NA ","Maricopa__Arizona 1998 Sorghum Wet Medium NA NA aCO2",20.2,24.85,1.5775,0.321,0.525,912.5,5.7,0.016,0.13525,22.875,3.025," aCO2","Maricopa__Arizona 1998 Sorghum Wet Medium NA NA eCO2",21.2333333333333,26.6333333333333,1.61333333333333,0.331,0.526666666666667,940,5.33333333333333,0.0186666666666667,0.14,23.3,3.16666666666667," eCO2"
"42","Maricopa__Arizona 1999 Sorghum Dry Medium NA NA ","0.951289398280802","0.931297709923664","0.926829268292683","0.947609359104781","0.990291262135922","0.948148148148148","0.98988326848249","0.964319248826291","0.970025839793282","0.929618768328446","0.926744186046512","Maricopa__Arizona 1999 Sorghum Dry Medium NA NA ","Maricopa__Arizona 1999 Sorghum Dry Medium NA NA aCO2",43,49.15,2.6625,0.48375,0.515,1705,8.725,0.03275,0.2025,32.125,6.15," aCO2","Maricopa__Arizona 1999 Sorghum Dry Medium NA NA eCO2",39.85,46.575,2.5675,0.46925,0.51,1585,8.3,0.0305,0.192,31.8,5.7," eCO2"
"43","Maricopa__Arizona 1999 Sorghum Wet Medium NA NA ","1.14507772020725","1.36842105263158","1.00714285714286","1.11497105045492","1.12352941176471","1.06144393241167","1.11575875486381","1.06862745098039","1.05829015544041","1.05285412262156","1.02197802197802","Maricopa__Arizona 1999 Sorghum Wet Medium NA NA ","Maricopa__Arizona 1999 Sorghum Wet Medium NA NA aCO2",27.3,30.225,1.785,0.386,0.425,1182.5,4.825,0.019,0.16275,25.7,3.5," aCO2","Maricopa__Arizona 1999 Sorghum Wet Medium NA NA eCO2",27.9,33.7,1.9075,0.4085,0.4775,1245,5.525,0.026,0.17275,28.675,3.525," eCO2"
"44","Shizukuishi__Japan 2007 Rice Wet Medium NA Akitakomachi ","1.03409090909091","2.38461538461538","1.08421052631579","0.957278481012658","1.01840490797546","1.00731707317073","1.19622641509434","0.937655860349127","1.01089423513391","0.970689655172414","0.948938611589214","Shizukuishi__Japan 2007 Rice Wet Medium NA Akitakomachi ","Shizukuishi__Japan 2007 Rice Wet Medium NA Akitakomachi aCO2",29.05,10.5333333333333,1.33666666666667,0.367166666666667,0.271666666666667,966.666666666667,1.46666666666667,0.00433333333333333,0.136666666666667,22.0833333333333,1.58333333333333," aCO2","Shizukuishi__Japan 2007 Rice Wet Medium NA Akitakomachi eCO2",27.5666666666667,10.0833333333333,1.25333333333333,0.371166666666667,0.276666666666667,938.333333333333,1.51666666666667,0.0103333333333333,0.137666666666667,26.4166666666667,1.71666666666667," eCO2"
"45","Shizukuishi__Japan 2008 Rice Wet Medium NA Akitakomachi ","0.975903614457831","1.05882352941176","1.01","0.882154882154882","1.00653594771242","0.988476312419974","1.1984572230014","0.911802853437095","0.987378640776699","0.913120567375887","0.930174563591022","Shizukuishi__Japan 2008 Rice Wet Medium NA Akitakomachi ","Shizukuishi__Japan 2008 Rice Wet Medium NA Akitakomachi aCO2",26.7333333333333,9.9,1.285,0.343333333333333,0.255,940,1.38333333333333,0.0113333333333333,0.130166666666667,23.7666666666667,1.66666666666667," aCO2","Shizukuishi__Japan 2008 Rice Wet Medium NA Akitakomachi eCO2",24.8666666666667,8.73333333333333,1.17166666666667,0.339,0.256666666666667,858.333333333333,1.35,0.012,0.128666666666667,28.4833333333333,1.68333333333333," eCO2"
"46","Shizukuishi__Japan 2008 Rice Wet Medium NA Koshihikari ","1.05714285714286","2.83333333333333","1.06818181818182","0.978540772532189","1.04054054054054","1.04444444444444","1.17028380634391","0.952978056426332","1.02564102564103","0.97071129707113","0.979495268138801","Shizukuishi__Japan 2008 Rice Wet Medium NA Koshihikari ","Shizukuishi__Japan 2008 Rice Wet Medium NA Koshihikari aCO2",21.1333333333333,7.76666666666667,1.06333333333333,0.312,0.246666666666667,796.666666666667,1.16666666666667,0.004,0.12,19.9666666666667,1.46666666666667," aCO2","Shizukuishi__Japan 2008 Rice Wet Medium NA Koshihikari eCO2",20.7,7.6,1.01333333333333,0.32,0.256666666666667,773.333333333333,1.23333333333333,0.0113333333333333,0.125333333333333,23.3666666666667,1.56666666666667," eCO2"
"47","Shizukuishi__Japan 2008 Rice Wet Medium NA Takanari ","0.743243243243243","1","0.961538461538461","0.953389830508475","0.977777777777778","0.987309644670051","1.06911142454161","0.950904392764858","0.964959568733154","0.951367781155015","0.933709449929478","Shizukuishi__Japan 2008 Rice Wet Medium NA Takanari ","Shizukuishi__Japan 2008 Rice Wet Medium NA Takanari aCO2",23.6333333333333,7.86666666666667,1.29,0.371,0.3,1096.66666666667,1.23333333333333,0.0126666666666667,0.131333333333333,23.6333333333333,1.73333333333333," aCO2","Shizukuishi__Japan 2008 Rice Wet Medium NA Takanari eCO2",22.0666666666667,7.5,1.22666666666667,0.358,0.293333333333333,1043.33333333333,0.916666666666667,0.0126666666666667,0.129666666666667,25.2666666666667,1.66666666666667," eCO2"
"48","Tsukubamirai__Japan 2010 Rice Wet High NA 86Y8 ","1.36923076923077","1.12727272727273","0.83974358974359","1.03944315545244","1.09615384615385","1.02789699570815","1.04593110334498","0.930501930501931","1.03461841070024","0.944020356234097","1.01856763925729","Tsukubamirai__Japan 2010 Rice Wet High NA 86Y8 ","Tsukubamirai__Japan 2010 Rice Wet High NA 86Y8 aCO2",28.275,10.775,1.295,0.31775,0.26,982.5,1.625,0.01375,0.1165,50.075,3.9," aCO2","Tsukubamirai__Japan 2010 Rice Wet High NA 86Y8 eCO2",28.8,11.2,1.205,0.32875,0.285,927.5,2.225,0.0155,0.11975,52.375,3.275," eCO2"
"49","Tsukubamirai__Japan 2010 Rice Wet High NA Bekoaoba ","1.09756097560976","0.166666666666667","0.84","0.965432098765432","1.00694444444444","0.990439770554493","0.801007556675063","0.895220588235294","1.00568990042674","0.883544303797468","0.949","Tsukubamirai__Japan 2010 Rice Wet High NA Bekoaoba ","Tsukubamirai__Japan 2010 Rice Wet High NA Bekoaoba aCO2",25,10.125,1.36,0.3515,0.36,987.5,2.05,0.006,0.13075,29.775,3.125," aCO2","Tsukubamirai__Japan 2010 Rice Wet High NA Bekoaoba eCO2",23.725,9.775,1.2175,0.3535,0.3625,872.5,2.25,0.001,0.1295,23.85,2.625," eCO2"
"50","Tsukubamirai__Japan 2010 Rice Wet High NA Hoshiaoba ","1.0952380952381","1.1304347826087","0.78125","0.923404255319149","1.06976744186047","1.02673796791444","0.975363941769317","0.897391304347826","1.02997858672377","0.898584905660377","0.96031746031746","Tsukubamirai__Japan 2010 Rice Wet High NA Hoshiaoba ","Tsukubamirai__Japan 2010 Rice Wet High NA Hoshiaoba aCO2",28.35,11.75,1.4375,0.35025,0.3225,1060,2.1,0.0115,0.14025,44.65,4," aCO2","Tsukubamirai__Japan 2010 Rice Wet High NA Hoshiaoba eCO2",27.225,10.85,1.29,0.36075,0.345,952.5,2.3,0.013,0.144,43.55,3.125," eCO2"
"51","Tsukubamirai__Japan 2010 Rice Wet High NA IR72 ","1.13333333333333","0.942307692307692","1.01438848920863","0.942105263157895","0.956140350877193","0.953321364452424","0.858647936786655","0.907103825136612","0.948611111111111","0.897911832946636","1.01467268623025","Tsukubamirai__Japan 2010 Rice Wet High NA IR72 ","Tsukubamirai__Japan 2010 Rice Wet High NA IR72 aCO2",22.15,9.5,1.3725,0.36,0.285,1077.5,1.875,0.013,0.13925,28.475,3.475," aCO2","Tsukubamirai__Japan 2010 Rice Wet High NA IR72 eCO2",22.475,8.95,1.245,0.3415,0.2725,967.5,2.125,0.01225,0.13275,24.45,3.525," eCO2"
"52","Tsukubamirai__Japan 2010 Rice Wet High NA Kokuriku193 ","1.21917808219178","1.5","0.893129770992366","1.03023255813953","1.08064516129032","1.09469696969697","1.04071661237785","0.911522633744856","1.06332842415317","0.905405405405405","1.01701093560146","Tsukubamirai__Japan 2010 Rice Wet High NA Kokuriku193 ","Tsukubamirai__Japan 2010 Rice Wet High NA Kokuriku193 aCO2",20.575,10.75,1.215,0.3395,0.31,1110,1.825,0.008,0.132,30.7,3.275," aCO2","Tsukubamirai__Japan 2010 Rice Wet High NA Kokuriku193 eCO2",20.925,11.075,1.1075,0.361,0.335,1005,2.225,0.012,0.1445,31.95,2.925," eCO2"
"53","Tsukubamirai__Japan 2010 Rice Wet High NA Koshihikari ","1.15384615384615","1.07142857142857","0.93984962406015","0.957777777777778","0.991150442477876","0.97841726618705","0.861426256077796","0.893700787401575","0.987121212121212","0.895604395604396","0.990134529147982","Tsukubamirai__Japan 2010 Rice Wet High NA Koshihikari ","Tsukubamirai__Japan 2010 Rice Wet High NA Koshihikari aCO2",27.875,11.25,1.27,0.33,0.2825,910,2.275,0.0105,0.139,30.85,3.325," aCO2","Tsukubamirai__Japan 2010 Rice Wet High NA Koshihikari eCO2",27.6,10.775,1.135,0.32575,0.28,815,2.625,0.01125,0.136,26.575,3.125," eCO2"
"54","Tsukubamirai__Japan 2010 Rice Wet High NA Lemont ","0.961038961038961","0.393939393939394","0.838926174496644","0.964835164835165","0.984126984126984","0.972222222222222","0.891122278056951","0.923986486486487","0.968851395197923","0.921875","0.972122302158273","Tsukubamirai__Japan 2010 Rice Wet High NA Lemont ","Tsukubamirai__Japan 2010 Rice Wet High NA Lemont aCO2",27.8,11.375,1.48,0.38525,0.315,1120,1.925,0.00825,0.135,44.775,3.725," aCO2","Tsukubamirai__Japan 2010 Rice Wet High NA Lemont eCO2",27.025,10.975,1.3675,0.37325,0.31,1032.5,1.85,0.00325,0.13125,39.9,3.125," eCO2"
"55","Tsukubamirai__Japan 2010 Rice Wet High NA Milyang23 ","1.03703703703704","1.26470588235294","0.814285714285714","0.872210953346856","1.04724409448819","1.01703577512777","1.0104662226451","0.899513776337115","1.02165605095541","0.921940928270042","1.04747774480712","Tsukubamirai__Japan 2010 Rice Wet High NA Milyang23 ","Tsukubamirai__Japan 2010 Rice Wet High NA Milyang23 aCO2",25.275,12.325,1.5425,0.3925,0.3175,1185,2.025,0.0085,0.14675,26.275,3.5," aCO2","Tsukubamirai__Japan 2010 Rice Wet High NA Milyang23 eCO2",26.475,10.75,1.3875,0.401,0.3325,1092.5,2.1,0.01075,0.14925,26.55,2.85," eCO2"
"56","Tsukubamirai__Japan 2010 Rice Wet High NA Miriroman ","1.02127659574468","1.03508771929825","0.764150943396226","0.727605118829982","1.02521008403361","0.985106382978724","0.854558610709117","0.879837067209776","0.969538729329852","0.885057471264368","0.898095238095238","Tsukubamirai__Japan 2010 Rice Wet High NA Miriroman ","Tsukubamirai__Japan 2010 Rice Wet High NA Miriroman aCO2",26.25,13.675,1.2275,0.28725,0.2975,870,2.35,0.01425,0.1175,34.55,2.65," aCO2","Tsukubamirai__Japan 2010 Rice Wet High NA Miriroman eCO2",23.575,9.95,1.08,0.2785,0.305,770,2.4,0.01475,0.11575,29.525,2.025," eCO2"
"57","Tsukubamirai__Japan 2010 Rice Wet High NA Nihonbare ","1.01176470588235","1.11363636363636","0.814814814814815","1.01084598698482","1.07692307692308","1.0063829787234","0.908180300500835","0.922787193973635","1.04284490145673","0.926208651399491","1.04558969276511","Tsukubamirai__Japan 2010 Rice Wet High NA Nihonbare ","Tsukubamirai__Japan 2010 Rice Wet High NA Nihonbare aCO2",25.225,11.525,1.3275,0.29175,0.26,982.5,2.125,0.011,0.1175,29.95,3.375," aCO2","Tsukubamirai__Japan 2010 Rice Wet High NA Nihonbare eCO2",26.375,11.65,1.225,0.30425,0.28,910,2.15,0.01225,0.11825,27.2,2.75," eCO2"
"58","Tsukubamirai__Japan 2010 Rice Wet High NA Takanari ","1.11267605633803","1.02083333333333","0.888888888888889","1.002457002457","1.07563025210084","1.06862745098039","0.933002481389578","0.910233393177738","1.05695746214852","0.901098901098901","0.967171717171717","Tsukubamirai__Japan 2010 Rice Wet High NA Takanari ","Tsukubamirai__Japan 2010 Rice Wet High NA Takanari aCO2",19.8,10.175,1.3925,0.34675,0.2975,1137.5,1.775,0.012,0.1275,30.225,2.7," aCO2","Tsukubamirai__Japan 2010 Rice Wet High NA Takanari eCO2",19.15,10.2,1.2675,0.3665,0.32,1025,1.975,0.01225,0.13625,28.2,2.4," eCO2"
"59","Tsukubamirai__Japan 2010 Rice Wet Low NA Koshihikari ","1.14035087719298","1.0952380952381","0.804511278195489","1.01123595505618","1.00840336134454","0.985321100917431","0.938655462184874","0.950471698113208","1.00385802469136","0.923312883435583","1.02594142259414","Tsukubamirai__Japan 2010 Rice Wet Low NA Koshihikari ","Tsukubamirai__Japan 2010 Rice Wet Low NA Koshihikari aCO2",29.875,11.125,1.06,0.324,0.2975,815,2.85,0.0105,0.13625,29.75,3.325," aCO2","Tsukubamirai__Japan 2010 Rice Wet Low NA Koshihikari eCO2",30.65,11.25,1.0075,0.32525,0.3,752.5,3.25,0.0115,0.13425,27.925,2.675," eCO2"
"60","Tsukubamirai__Japan 2010 Rice Wet Medium NA 86Y8 ","0.988372093023256","1.03252032520325","0.911392405063291","0.984598459845984","1.01709401709402","1.00489236790607","0.846287367405979","0.985177865612648","1.00661035622475","0.978986402966625","1.01157580283794","Tsukubamirai__Japan 2010 Rice Wet Medium NA 86Y8 ","Tsukubamirai__Japan 2010 Rice Wet Medium NA 86Y8 aCO2",33.475,11.3625,1.265,0.340375,0.2925,1011.25,2.15,0.015375,0.12775,64.8125,3.95," aCO2","Tsukubamirai__Japan 2010 Rice Wet Medium NA 86Y8 eCO2",33.8625,11.1875,1.24625,0.342625,0.2975,990,2.125,0.015875,0.128375,54.85,3.6," eCO2"
"61","Tsukubamirai__Japan 2010 Rice Wet Medium NA Aikoku ","0.989247311827957","0.964912280701754","0.797202797202797","0.86784140969163","0.930817610062893","0.896147403685092","0.733225108225108","0.873333333333333","0.891551071878941","0.885057471264368","0.876658860265418","Tsukubamirai__Japan 2010 Rice Wet Medium NA Aikoku ","Tsukubamirai__Japan 2010 Rice Wet Medium NA Aikoku aCO2",32.025,11.35,1.5,0.3965,0.3975,1087.5,2.325,0.01425,0.14925,46.2,3.575," aCO2","Tsukubamirai__Japan 2010 Rice Wet Medium NA Aikoku eCO2",28.075,9.85,1.31,0.3535,0.37,962.5,2.3,0.01375,0.13375,33.875,2.85," eCO2"
"62","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akidawara ","1.02020202020202","1.04081632653061","0.934426229508197","0.90650406504065","1.00854700854701","1","0.835801674179008","0.906666666666667","0.977189109639441","0.890862944162436","0.905674281503316","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akidawara ","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akidawara aCO2",33.925,12.3,1.3125,0.33975,0.2925,985,2.475,0.01225,0.135,38.825,3.05," aCO2","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akidawara eCO2",30.725,11.15,1.19,0.332,0.295,877.5,2.525,0.01275,0.135,32.45,2.85," eCO2"
"63","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akihikari ","0.990476190476191","0.761904761904762","0.72189349112426","0.928057553956835","0.985074626865672","0.97131931166348","0.838087248322148","0.930693069306931","0.978325859491779","0.919889502762431","0.985255854293148","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akihikari ","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akihikari aCO2",28.825,17.375,1.2625,0.3345,0.335,905,2.625,0.0105,0.13075,29.8,4.225," aCO2","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akihikari eCO2",28.4,16.125,1.175,0.32725,0.33,832.5,2.6,0.008,0.127,24.975,3.05," eCO2"
"64","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63 ","1.05747126436782","1.57142857142857","0.908333333333333","0.968109339407745","1.00787401574803","0.992277992277992","0.870356882738529","0.939330543933054","0.988617886178862","0.933333333333333","0.949748743718593","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63 ","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63 aCO2",24.875,10.975,1.195,0.3075,0.3175,862.5,2.175,0.0035,0.1295,34.325,3," aCO2","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63 eCO2",23.625,10.625,1.1225,0.304,0.32,805,2.3,0.0055,0.1285,29.875,2.725," eCO2"
"65","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi ","1.10576923076923","8.5","0.846153846153846","1.00201612903226","1.00819672131148","0.979439252336449","0.828552368245497","0.962886597938144","1.00074962518741","0.929178470254957","1.01298701298701","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi ","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi aCO2",30.8,12.4,1.2125,0.3335,0.305,882.5,2.6,0.001,0.13375,37.475,3.575," aCO2","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi eCO2",31.2,12.425,1.1675,0.33375,0.3075,820,2.875,0.0085,0.131,31.05,3.025," eCO2"
"66","Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari ","1.04591836734694","1.1038961038961","0.851239669421488","0.930569948186528","0.961538461538462","0.936036036036036","0.807313064913722","0.910880829015544","0.933890577507599","0.905500705218618","0.960817007086286","Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari ","Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari aCO2",29.9875,12.0625,1.20625,0.329,0.2925,886.25,2.45,0.009625,0.13875,30.425,3.025," aCO2","Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari eCO2",28.8125,11.225,1.09875,0.30725,0.28125,802.5,2.5625,0.010625,0.129875,24.5625,2.575," eCO2"
"67","Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8 ","1.02830188679245","0.981818181818182","1.00724637681159","0.916849015317287","1.00854700854701","0.976047904191617","0.800124533001245","0.882828282828283","0.95843137254902","0.9","0.898069498069498","Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8 ","Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8 aCO2",32.375,11.425,1.2375,0.31875,0.2925,950,2.65,0.01375,0.12525,40.15,3.45," aCO2","Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8 eCO2",29.075,10.475,1.0925,0.3055,0.295,855,2.725,0.0135,0.12225,32.125,3.475," eCO2"
"68","Tsukubamirai__Japan 2010 Rice Wet Medium NA SY63 ","0.967441860465116","0.926605504587156","0.903508771929825","0.984883720930233","0.996138996138996","0.981754995655951","0.873033397736682","0.906955736224029","0.975093824633231","0.923076923076923","0.966401414677277","Tsukubamirai__Japan 2010 Rice Wet Medium NA SY63 ","Tsukubamirai__Japan 2010 Rice Wet Medium NA SY63 aCO2",28.275,10.75,1.38375,0.366375,0.32375,1105,2.6875,0.013625,0.143875,45.2875,2.85," aCO2","Tsukubamirai__Japan 2010 Rice Wet Medium NA SY63 eCO2",27.325,10.5875,1.255,0.35725,0.3225,1020,2.6,0.012625,0.14125,39.5375,2.575," eCO2"
"69","Tsukubamirai__Japan 2010 Rice Wet Medium NA Takanari ","0.978723404255319","1","0.878787878787879","0.987437185929648","0.976744186046512","0.96551724137931","0.841281138790036","0.956607495069033","0.966397849462366","0.918604651162791","0.909191583610188","Tsukubamirai__Japan 2010 Rice Wet Medium NA Takanari ","Tsukubamirai__Japan 2010 Rice Wet Medium NA Takanari aCO2",22.575,9.95,1.2675,0.372,0.3225,1075,2.35,0.0125,0.13775,35.125,2.475," aCO2","Tsukubamirai__Japan 2010 Rice Wet Medium NA Takanari eCO2",20.525,9.825,1.2125,0.3595,0.315,987.5,2.3,0.0125,0.133,29.55,2.175," eCO2"
