"","V1","mRRYield","mRRFe","mRRprotein","mRRZn","mRRB","mRRCa","mRRCu","mRRK","mRRMg","mRRMn","mRRN","mRRP","mRRS","Location","Year","Crop","Watering","Fert","TOS","Cv"
"96","Horsham__Australia 2010 Field_peas Wet Low 25/05/2006 Kaspa ","0.941007666133727","1.04290822407628","0.985185185185185","0.972273567467653","0.979381443298969","0.980891719745223","0.988095238095238","1.03580562659847","1.02888888888889","0.991689750692521","1.0247005988024","1.03996983408748","1.00136425648022","Horsham__Australia","2010","Field_peas","Wet","Low","25/05/2006","Kaspa"
"97","Horsham__Australia 2010 Field_peas Wet Low 25/05/2006 OZP0601 ","1.41433940445215","0.939168218497828","1.0315670800451","0.8720703125","0.968531468531469","1","0.934108527131783","1.01694915254237","1.02836879432624","1.0137741046832","1.003861003861","1.02334630350195","0.978323699421965","Horsham__Australia","2010","Field_peas","Wet","Low","25/05/2006","OZP0601"
"98","Horsham__Australia 2010 Field_peas Wet Low 25/05/2006 OZP0902 ",NA,"0.967120181405896",NA,"0.888245033112583","0.947916666666667","1.12048192771084","0.961702127659575","0.944554455445545","1.00231481481481","0.904109589041096","0.926364234056542","0.848271821909783","0.896260554885404","Horsham__Australia","2010","Field_peas","Wet","Low","25/05/2006","OZP0902"
"99","Horsham__Australia 2010 Field_peas Wet Low 25/05/2006 Sturt ","1.29464040625858","0.95045871559633","0.955271565495208","0.859311740890688","0.973684210526316","0.89080459770115","0.934156378600823","1.00260416666667","0.969498910675381","0.964467005076142","0.974493623405851","0.909984871406959","0.974632843791722","Horsham__Australia","2010","Field_peas","Wet","Low","25/05/2006","Sturt"
"100","Maricopa__Arizona 1998 Sorghum Dry Medium NA NA ",NA,"0.958521190261497",NA,"0.966304347826087","0.986301369863014","1.04838709677419","0.942446043165468","1.0062893081761","0.967391304347826","0.963218390804598","0.957325746799431","0.963153384747215","0.987562189054726","Maricopa__Arizona","1998","Sorghum","Dry","Medium","NA","NA"
"101","Maricopa__Arizona 1998 Sorghum Wet Medium NA NA ",NA,"1.07176391683434",NA,"1.05115511551155","0.935672514619883","1.16666666666667","1.04683195592286","1.0031746031746","1.03512014787431","1.01857923497268","1.02271526677232","1.03115264797508","1.03013698630137","Maricopa__Arizona","1998","Sorghum","Wet","Medium","NA","NA"
"102","Maricopa__Arizona 1999 Sorghum Dry Medium NA NA ",NA,"0.947609359104781",NA,"0.926744186046512","0.951289398280802","0.931297709923664","0.926829268292683","0.990291262135922","0.948148148148148","0.98988326848249","0.964319248826291","0.970025839793282","0.929618768328446","Maricopa__Arizona","1999","Sorghum","Dry","Medium","NA","NA"
"103","Maricopa__Arizona 1999 Sorghum Wet Medium NA NA ",NA,"1.11497105045492",NA,"1.02197802197802","1.14507772020725","1.36842105263158","1.00714285714286","1.12352941176471","1.06144393241167","1.11575875486381","1.06862745098039","1.05829015544041","1.05285412262156","Maricopa__Arizona","1999","Sorghum","Wet","Medium","NA","NA"
"104","Shizukuishi__Japan 2007 Rice Wet Medium NA Akitakomachi ",NA,"0.957278481012658",NA,"0.948938611589214","1.03409090909091","2.38461538461538","1.08421052631579","1.01840490797546","1.00731707317073","1.19622641509434","0.937655860349127","1.01089423513391","0.970689655172414","Shizukuishi__Japan","2007","Rice","Wet","Medium","NA","Akitakomachi"
"105","Shizukuishi__Japan 2008 Rice Wet Medium NA Akitakomachi ",NA,"0.882154882154882",NA,"0.930174563591022","0.975903614457831","1.05882352941176","1.01","1.00653594771242","0.988476312419974","1.1984572230014","0.911802853437095","0.987378640776699","0.913120567375887","Shizukuishi__Japan","2008","Rice","Wet","Medium","NA","Akitakomachi"
"106","Shizukuishi__Japan 2008 Rice Wet Medium NA Koshihikari ",NA,"0.978540772532189",NA,"0.979495268138801","1.05714285714286","2.83333333333333","1.06818181818182","1.04054054054054","1.04444444444444","1.17028380634391","0.952978056426332","1.02564102564103","0.97071129707113","Shizukuishi__Japan","2008","Rice","Wet","Medium","NA","Koshihikari"
"107","Shizukuishi__Japan 2008 Rice Wet Medium NA Takanari ",NA,"0.953389830508475",NA,"0.933709449929478","0.743243243243243","1","0.961538461538461","0.977777777777778","0.987309644670051","1.06911142454161","0.950904392764858","0.964959568733154","0.951367781155015","Shizukuishi__Japan","2008","Rice","Wet","Medium","NA","Takanari"
"108","Tsukubamirai__Japan 2010 Rice Wet High NA 86Y8 ",NA,"1.03944315545244",NA,"1.01856763925729","1.36923076923077","1.12727272727273","0.83974358974359","1.09615384615385","1.02789699570815","1.04593110334498","0.930501930501931","1.03461841070024","0.944020356234097","Tsukubamirai__Japan","2010","Rice","Wet","High","NA","86Y8"
"109","Tsukubamirai__Japan 2010 Rice Wet High NA Bekoaoba ",NA,"0.965432098765432",NA,"0.949","1.09756097560976","0.166666666666667","0.84","1.00694444444444","0.990439770554493","0.801007556675063","0.895220588235294","1.00568990042674","0.883544303797468","Tsukubamirai__Japan","2010","Rice","Wet","High","NA","Bekoaoba"
"110","Tsukubamirai__Japan 2010 Rice Wet High NA Hoshiaoba ",NA,"0.923404255319149",NA,"0.96031746031746","1.0952380952381","1.1304347826087","0.78125","1.06976744186047","1.02673796791444","0.975363941769317","0.897391304347826","1.02997858672377","0.898584905660377","Tsukubamirai__Japan","2010","Rice","Wet","High","NA","Hoshiaoba"
"111","Tsukubamirai__Japan 2010 Rice Wet High NA IR72 ",NA,"0.942105263157895",NA,"1.01467268623025","1.13333333333333","0.942307692307692","1.01438848920863","0.956140350877193","0.953321364452424","0.858647936786655","0.907103825136612","0.948611111111111","0.897911832946636","Tsukubamirai__Japan","2010","Rice","Wet","High","NA","IR72"
"112","Tsukubamirai__Japan 2010 Rice Wet High NA Kokuriku193 ",NA,"1.03023255813953",NA,"1.01701093560146","1.21917808219178","1.5","0.893129770992366","1.08064516129032","1.09469696969697","1.04071661237785","0.911522633744856","1.06332842415317","0.905405405405405","Tsukubamirai__Japan","2010","Rice","Wet","High","NA","Kokuriku193"
"113","Tsukubamirai__Japan 2010 Rice Wet High NA Koshihikari ",NA,"0.957777777777778",NA,"0.990134529147982","1.15384615384615","1.07142857142857","0.93984962406015","0.991150442477876","0.97841726618705","0.861426256077796","0.893700787401575","0.987121212121212","0.895604395604396","Tsukubamirai__Japan","2010","Rice","Wet","High","NA","Koshihikari"
"114","Tsukubamirai__Japan 2010 Rice Wet High NA Lemont ",NA,"0.964835164835165",NA,"0.972122302158273","0.961038961038961","0.393939393939394","0.838926174496644","0.984126984126984","0.972222222222222","0.891122278056951","0.923986486486487","0.968851395197923","0.921875","Tsukubamirai__Japan","2010","Rice","Wet","High","NA","Lemont"
"115","Tsukubamirai__Japan 2010 Rice Wet High NA Milyang23 ",NA,"0.872210953346856",NA,"1.04747774480712","1.03703703703704","1.26470588235294","0.814285714285714","1.04724409448819","1.01703577512777","1.0104662226451","0.899513776337115","1.02165605095541","0.921940928270042","Tsukubamirai__Japan","2010","Rice","Wet","High","NA","Milyang23"
"116","Tsukubamirai__Japan 2010 Rice Wet High NA Miriroman ",NA,"0.727605118829982",NA,"0.898095238095238","1.02127659574468","1.03508771929825","0.764150943396226","1.02521008403361","0.985106382978724","0.854558610709117","0.879837067209776","0.969538729329852","0.885057471264368","Tsukubamirai__Japan","2010","Rice","Wet","High","NA","Miriroman"
"117","Tsukubamirai__Japan 2010 Rice Wet High NA Nihonbare ",NA,"1.01084598698482",NA,"1.04558969276511","1.01176470588235","1.11363636363636","0.814814814814815","1.07692307692308","1.0063829787234","0.908180300500835","0.922787193973635","1.04284490145673","0.926208651399491","Tsukubamirai__Japan","2010","Rice","Wet","High","NA","Nihonbare"
"118","Tsukubamirai__Japan 2010 Rice Wet High NA Takanari ",NA,"1.002457002457",NA,"0.967171717171717","1.11267605633803","1.02083333333333","0.888888888888889","1.07563025210084","1.06862745098039","0.933002481389578","0.910233393177738","1.05695746214852","0.901098901098901","Tsukubamirai__Japan","2010","Rice","Wet","High","NA","Takanari"
"119","Tsukubamirai__Japan 2010 Rice Wet Low NA Koshihikari ",NA,"1.01123595505618",NA,"1.02594142259414","1.14035087719298","1.0952380952381","0.804511278195489","1.00840336134454","0.985321100917431","0.938655462184874","0.950471698113208","1.00385802469136","0.923312883435583","Tsukubamirai__Japan","2010","Rice","Wet","Low","NA","Koshihikari"
"120","Tsukubamirai__Japan 2010 Rice Wet Medium NA 86Y8 ",NA,"0.984598459845984",NA,"1.01157580283794","0.988372093023256","1.03252032520325","0.911392405063291","1.01709401709402","1.00489236790607","0.846287367405979","0.985177865612648","1.00661035622475","0.978986402966625","Tsukubamirai__Japan","2010","Rice","Wet","Medium","NA","86Y8"
"121","Tsukubamirai__Japan 2010 Rice Wet Medium NA Aikoku ",NA,"0.86784140969163",NA,"0.876658860265418","0.989247311827957","0.964912280701754","0.797202797202797","0.930817610062893","0.896147403685092","0.733225108225108","0.873333333333333","0.891551071878941","0.885057471264368","Tsukubamirai__Japan","2010","Rice","Wet","Medium","NA","Aikoku"
"122","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akidawara ",NA,"0.90650406504065",NA,"0.905674281503316","1.02020202020202","1.04081632653061","0.934426229508197","1.00854700854701","1","0.835801674179008","0.906666666666667","0.977189109639441","0.890862944162436","Tsukubamirai__Japan","2010","Rice","Wet","Medium","NA","Akidawara"
"123","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akihikari ",NA,"0.928057553956835",NA,"0.985255854293148","0.990476190476191","0.761904761904762","0.72189349112426","0.985074626865672","0.97131931166348","0.838087248322148","0.930693069306931","0.978325859491779","0.919889502762431","Tsukubamirai__Japan","2010","Rice","Wet","Medium","NA","Akihikari"
"124","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63 ",NA,"0.968109339407745",NA,"0.949748743718593","1.05747126436782","1.57142857142857","0.908333333333333","1.00787401574803","0.992277992277992","0.870356882738529","0.939330543933054","0.988617886178862","0.933333333333333","Tsukubamirai__Japan","2010","Rice","Wet","Medium","NA","Akita63"
"125","Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi ",NA,"1.00201612903226",NA,"1.01298701298701","1.10576923076923","8.5","0.846153846153846","1.00819672131148","0.979439252336449","0.828552368245497","0.962886597938144","1.00074962518741","0.929178470254957","Tsukubamirai__Japan","2010","Rice","Wet","Medium","NA","Akitakomachi"
"126","Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari ",NA,"0.930569948186528",NA,"0.960817007086286","1.04591836734694","1.1038961038961","0.851239669421488","0.961538461538462","0.936036036036036","0.807313064913722","0.910880829015544","0.933890577507599","0.905500705218618","Tsukubamirai__Japan","2010","Rice","Wet","Medium","NA","Koshihikari"
"127","Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8 ",NA,"0.916849015317287",NA,"0.898069498069498","1.02830188679245","0.981818181818182","1.00724637681159","1.00854700854701","0.976047904191617","0.800124533001245","0.882828282828283","0.95843137254902","0.9","Tsukubamirai__Japan","2010","Rice","Wet","Medium","NA","Norin8"
"128","Tsukubamirai__Japan 2010 Rice Wet Medium NA SY63 ",NA,"0.984883720930233",NA,"0.966401414677277","0.967441860465116","0.926605504587156","0.903508771929825","0.996138996138996","0.981754995655951","0.873033397736682","0.906955736224029","0.975093824633231","0.923076923076923","Tsukubamirai__Japan","2010","Rice","Wet","Medium","NA","SY63"
"129","Tsukubamirai__Japan 2010 Rice Wet Medium NA Takanari ",NA,"0.987437185929648",NA,"0.909191583610188","0.978723404255319","1","0.878787878787879","0.976744186046512","0.96551724137931","0.841281138790036","0.956607495069033","0.966397849462366","0.918604651162791","Tsukubamirai__Japan","2010","Rice","Wet","Medium","NA","Takanari"
"130","Walpeup__Australia 2008 wheat Wet Low TOS_1 Yitpi ","1.64802409060161","0.930894308943089","0.8984375","0.780397936624908",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walpeup__Australia","2008","wheat","Wet","Low","TOS_1","Yitpi"
"131","Walpeup__Australia 2008 wheat Wet Low TOS_2 Yitpi ","1.55435784300036","0.880580291325117","0.87748085638381","0.773574171526099",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walpeup__Australia","2008","wheat","Wet","Low","TOS_2","Yitpi"
"132","Walpeup__Australia 2009 wheat Wet Low TOS_1 Yitpi ","1.27603888623528","0.946608315098468","0.889748549323017","0.941705018628096",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walpeup__Australia","2009","wheat","Wet","Low","TOS_1","Yitpi"
"133","Walpeup__Australia 2009 wheat Wet Low TOS_2 Yitpi ","1.78937439767065","0.84859404536862","0.855284552845529","0.841635942724856",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walpeup__Australia","2009","wheat","Wet","Low","TOS_2","Yitpi"
