"","countrycode","country","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI"
"258","HIGHIN","HIGHIN",0.597778193885594,0.429102662953373,3.73884033171328,3.825445168579,3.66016440235725,3.68177514173131,3.63807630385509,3.74676923922297,3.76837997859703,3.72468114072082
"259","HKG","China, Hong Kong SAR",0.651296794847301,NA,3.68797082847204,NA,3.60406807851377,3.61713078109128,3.59083248076847,NA,NA,NA
"260","HMD","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","HND","Honduras",0.735186858609464,0.525466874389162,3.52980687712689,3.66199901762275,3.46289780184861,3.51603829045521,3.40677413272342,3.59508994234448,3.64823043095108,3.53896627321928
"262","HPC","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","HRV","Croatia",0.594260100112368,0.433748708488446,3.64965878663491,3.73216234886999,3.56294371570204,3.5904356360318,3.53467457199112,3.64544727793712,3.67293919826688,3.61717813422621
"264","HTI","Haiti",0.749753447935206,0.533316772407458,3.24380091010459,3.3826526365844,3.18465806956736,3.21745262829579,3.15075145534727,3.32350979604717,3.3563043547756,3.28960318182708
"265","HUN","Hungary",0.580405008397434,0.478255088428874,3.75613039231882,3.81020141440118,3.67717236675224,3.70303689894023,3.65062105808503,3.7312433888346,3.75710792102259,3.70469208016738
"266","IDN","Indonesia",0.620009236968451,0.503081134293627,3.62220663283493,3.68786704595695,3.55374323409857,3.57972302592748,3.52707044884498,3.61940364722059,3.6453834390495,3.592730861967
"267","IMN","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","IND","India",0.595674697107097,0.473226406157533,3.67654995265627,3.7419925093007,3.603687250111,3.62677026276804,3.58005879677625,3.66912980675543,3.69221281941247,3.64550135342068
"269","INX","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","IOA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","IOT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","IRL","Ireland",0.597829175906425,0.43183279975312,3.82390314907459,3.90936322738576,3.74267255793334,3.76886299879289,3.71577768720464,3.82813263624451,3.85432307710406,3.80123776551581
"273","IRN","Iran (Islamic Republic of)",0.620818996458053,0.494483141320715,3.98524651626788,4.05569784092427,3.89345219397874,3.9240522451867,3.86188614221737,3.96390351863513,3.99450356984309,3.93233746687376
"274","IRQ","Iraq",0.578626199807849,NA,3.70088817013999,NA,3.61306171459948,3.65232785805923,3.57219050158469,NA,NA,NA
"275","ISL","Iceland",NA,0.428936867281207,NA,3.84300399892707,NA,NA,NA,3.76181754434916,3.78418935107889,3.73893376427275
"276","ISR","Israel",0.626186096406919,0.428936867281207,3.93100886798207,4.03506996359222,3.85447058108387,3.88264081733226,3.82548372261779,3.95853167669403,3.98670191294242,3.92954481822795
"277","ITA","Italy",0.607817620134975,0.428936867281207,3.93089397343788,4.02362168505465,3.83969359841291,3.86904620225253,3.80945329733638,3.93242131002968,3.9617739138693,3.90218100895314
"278","JAM","Jamaica",0.66377561674112,0.460304637208337,3.56124439498496,3.67560325015724,3.4759170106063,3.49928935287894,3.45198530218091,3.59027586577858,3.61364820805122,3.56634415735319
"279","JEY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","JOR","Jordan",0.604380738674086,0.475750399065234,3.80570956978951,3.87517838732426,3.72547251725264,3.76161149693773,3.68797838487015,3.79494133478739,3.83108031447249,3.7574472024049
"281","JPN","Japan",0.54591692681258,0.426991284213103,3.67848620169644,3.73633806878971,3.61128286011461,3.62780025707512,3.59448805019892,3.66913472720787,3.68565212416839,3.65233991729218
"282","KAS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","KAZ","Kazakhstan",0.568580359782409,0.445006573545981,3.66999069687788,3.73261708439346,3.57373816413661,3.60008470710913,3.54667865426841,3.63636455165219,3.66271109462471,3.60930504178399
"284","KEN","Kenya",0.677007926700436,0.477422316242137,3.6260524700769,3.74125630246151,3.56953050722139,3.61789433506416,3.51870821529598,3.684734339606,3.73309816744876,3.63391204768059
"285","KGZ","Kyrgyzstan",0.592734856441336,0.478255088428874,3.81575747705318,3.87706081726939,3.72999216860416,3.76369173890981,3.69511721214161,3.79129550882037,3.82499507912602,3.75642055235782
"286","KHM","Cambodia",0.607817620134975,0.500758143565517,3.74658573879047,3.80592750929015,3.67811908978391,3.702263117254,3.65337767518313,3.73746086028359,3.76160488775368,3.71271944568281
"287","KIR","Kiribati",NA,0.491300640723447,NA,3.58392887537431,NA,NA,NA,3.51155175284923,3.53118226252098,3.49152815690796
"288","KNA","Saint Kitts and Nevis",NA,0.479085752531057,NA,3.42084034967199,NA,NA,NA,3.34563899235504,3.36663984548133,3.32418762530747
"289","KOR","Republic of Korea",0.582689551146728,0.433748708488446,3.94379425448933,4.01948883993942,3.85984410802328,3.87524432371377,3.84420301123344,3.93553869347337,3.95093890916386,3.91989759668353
"290","KOS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","KWT","Kuwait",NA,0.474911229509191,NA,3.90019777889768,NA,NA,NA,3.81358334898395,3.83885407042956,3.78765742496311
"292","LAC","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","LAO","Lao People's Democratic Republic",0.611901053052641,0.503851886924174,3.81115969902953,3.87143778641447,3.72473426023429,3.74909013977611,3.6997703314421,3.78501234761923,3.80936822716105,3.76004841882704
"294","LBN","Lebanon",NA,0.473226406157533,NA,3.83125608712878,NA,NA,NA,3.74628769459282,3.77472357631187,3.71701948788573
"295","LBR","Liberia",0.620121110552797,0.550511738739587,3.26000309301006,3.30074660164163,3.18523853420126,3.20798416311979,3.16196347609161,3.22598204283283,3.24872767175137,3.20270698472319
"296","LBY","Libya",NA,0.450489560363712,NA,3.83246151537127,NA,NA,NA,3.73945402150452,3.77465065265414,3.70297325280087
"297","LCA","Saint Lucia",0.646154296603395,0.474911229509191,3.54522637889778,3.64121372845033,3.46916180466377,3.4936800321383,3.44402729183829,3.56514915421632,3.58966738169085,3.54001464139084
"298","LCN","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","LCR","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","LDC","Least Developed Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","LeDeR","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","LeDeREC","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","LeDeRELDR","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","LIC","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","LIE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","LIFDC","Low Income Food Deficit Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","LKA","Sri Lanka",0.609943385175549,0.549167531469926,3.61520701908737,3.65042999683669,3.54031455667905,3.56260845813693,3.51751228202146,3.57553753442837,3.59783143588624,3.55273525977078
"308","LLDC","Land Locked Developing Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","LMC","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","LMY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","LSO","Lesotho",0.706933703858122,0.491300640723447,3.93959988479395,4.06878935583159,3.88648644607787,3.95477640214757,3.81318891669215,4.01567591711551,4.08396587318522,3.9423783877298
"312","LTU","Lithuania",0.616697152751257,0.49050021908041,3.98989894162909,4.05976139827588,3.9030878788396,3.92773248375068,3.87782053798194,3.97295033548638,3.99759494039746,3.94768299462872
"313","LUX","Luxembourg",0.57807108713588,0.427965586347602,3.95938425863107,4.03489007797338,3.85951208021944,3.8779934868711,3.84068266947911,3.93501789956175,3.95349930621341,3.91618848882141
"314","LVA","Latvia",0.600842732769792,0.444083516117977,3.72890490643908,3.81080581655637,3.63747402551814,3.65776174828574,3.6167661728686,3.71937493563542,3.73966265840303,3.69866708298588
"315","MAC","China, Macao SAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","MAF","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","MAFR","Middle Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","MAR","Morocco",0.636062341630274,0.51520526346735,4.10132492871772,4.17089434818558,4.01496621806768,4.04846435721438,3.98030694544888,4.08453563753554,4.11803377668224,4.04987636491675
"319","Martinique","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Mayotte","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","MCA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","MCO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","MDA","Republic of Moldova",0.590761591650478,0.510709915981566,3.62120593284867,3.66529325279242,3.54897673378321,3.59491488991893,3.50082622426806,3.59306405372697,3.63900220986268,3.54491354421181
"324","MDG","Madagascar",0.655320295755759,0.499200446347456,3.42644652854954,3.5165683307475,3.35421720110945,3.38111973686366,3.32657086264731,3.4443390033074,3.47124153906162,3.41669266484527
"325","MDV","Maldives",0.615539253928533,0.472380727077439,3.44140859044133,3.51928110134767,3.35228931637236,3.37397955336781,3.33011816252327,3.4301618272787,3.45185206427416,3.40799067342961
"326","MEA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Melanesia","Melanesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","MEX","Mexico",0.67382317795934,0.509197994821349,3.65439528415042,3.75177282276299,3.60007434944941,3.66156882009718,3.53454908407902,3.69745188806198,3.75894635870975,3.63192662269159
"329","MHL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","MIC","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Micronesia","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","MKD","The former Yugoslav Republic of Macedonia",0.652016321879981,0.443157775521755,3.83158403448624,3.94595226948249,3.74904069348734,3.77375247490056,3.72370273326745,3.8634089284836,3.88812070989681,3.83807096826371
"333","MLI","Mali",0.590705277481379,0.507679225573303,3.89090083291808,3.9364980973009,3.85606497006086,3.88051231921962,3.83100493827602,3.90166223444368,3.92610958360244,3.87660220265884
"334","MLT","Malta",NA,0.430870452556948,NA,4.02954806149979,NA,NA,NA,3.94386242698885,3.97046758202164,3.91653004564577
"335","MMR","Myanmar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","MNA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","MNE","Montenegro",0.566060531874297,0.440364272662198,3.94768983091125,4.0109417474655,3.85527543106929,3.88406984216585,3.82562725754025,3.91852734762354,3.94732175872011,3.88887917409451
"338","MNG","Mongolia",0.610633861163176,0.511463329759292,3.50560276641298,3.56124225376827,3.41900622513791,3.45102782146603,3.38592522899091,3.4746457124932,3.50666730882132,3.4415647163462
"339","MNP","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","MoDeR","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","MOZ","Mozambique",0.664685368057841,0.555175399013077,3.45769086419867,3.5244843216191,3.40943544176322,3.44910576189926,3.36812614478669,3.47622889918365,3.51589921931969,3.43491960220712
"342","MRT","Mauritania",0.633584190150989,0.505388080453532,3.70437051855237,3.77737642562476,3.64160905121035,3.67050058922503,3.61185789496238,3.71461495828274,3.74350649629742,3.68486380203477
"343","MSR","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","MUS","Mauritius",NA,0.479085752531057,NA,3.8558968526065,NA,NA,NA,3.77926842808221,3.80713439519365,3.75060363563605
"345","MWI","Malawi",0.654117685738547,0.524744149811262,3.92588199998792,4.00213876200532,3.87907304990001,3.93619434217021,3.81849018820246,3.95532981191742,4.01245110418761,3.89474695021987
"346","MYS","Malaysia",0.668027411499559,0.444083516117977,3.48841513279253,3.61294035940608,3.40260706902747,3.4224526499643,3.38235965289988,3.52713229564101,3.54697787657784,3.50688487951342
"347","NAC","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","NAFR","Northern Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","NAM","Namibia",0.780423319325289,0.473226406157533,3.47039144831413,3.66295011124509,3.41605580594649,3.44525471456859,3.38597861180649,3.60861446887745,3.63781337749956,3.57853727473745
"350","NCL","New Caledonia",NA,0.488087275732784,NA,3.55233946941327,NA,NA,NA,3.47309990877859,3.49660400138539,3.44903004929307
"351","NeFoIC","Net Food Importing Developing Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","NER","Niger",0.599363130210716,0.51816913554843,4.04247698038889,4.08784543479938,4.02440117619653,4.05652299839869,3.99121320104732,4.06976963060702,4.10189145280918,4.03658165545781
"353","NEUR","Northern Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","NFK","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","NGA","Nigeria",0.684081808044314,0.493690373536489,3.69670981064205,3.80882867822934,3.65549212676347,3.67793873175064,3.63253007963621,3.76761099435076,3.79005759933793,3.7446489472235
"356","NIC","Nicaragua",0.633643123567861,0.535426532885883,3.63923605159997,3.69664706956329,3.58552677462105,3.63316382511325,3.53550642921845,3.64293779258437,3.69057484307657,3.59291744718177
"357","NIU","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","NLD","Netherlands",0.578848346924388,0.428936867281207,3.5487622794026,3.62430156571464,3.46197380451509,3.48658025426028,3.43674656997926,3.53751309082713,3.56211954057232,3.5122858562913
"359","NOC","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","NOR","Norway",0.550944654978205,0.427965586347602,3.8010091757551,3.8612019106307,3.71481070689314,3.74105427181047,3.68785981274676,3.77500344176875,3.80124700668607,3.74805254762236
"361","NPL","Nepal",0.589579751168292,0.5189060482667,3.81358258208972,3.85275298011967,3.73860461874636,3.76539086181723,3.71108107813017,3.77777501677631,3.80456125984718,3.75025147616013
"362","NRU","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","NZL","New Zealand",0.608621394429013,0.427965586347602,3.82192575098723,3.91555848031667,3.73953593534931,3.75920555620394,3.71947164452171,3.83316866467875,3.85283828553337,3.81310437385114
"364","Oceania","Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","OEC","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","OED","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","OMN","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","OSS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","PAK","Pakistan",0.573974596479425,0.516690459418634,3.51501389971182,3.54625280298656,3.44591387330767,3.48021861485819,3.41039038387441,3.47715277658241,3.51145751813293,3.44162928714915
"370","PAN","Panama",0.703294639475334,0.488893547176172,3.39428298976441,3.52208621448653,3.3215726454112,3.34287902096781,3.2998024070505,3.44937587013332,3.47068224568993,3.42760563177262
"371","PCN","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","PER","Peru",0.679832425732438,0.501534271825393,3.66526410126441,3.77058185189532,3.59628231891604,3.61695556604353,3.57517265052612,3.70160006954695,3.72227331667444,3.68049040115703
"373","PHL","Philippines",0.648543069913103,0.533316772407458,3.39169875379667,3.45978942069727,3.30493579239096,3.3297915549294,3.27944643908932,3.37302645929156,3.39788222183,3.34753710598992
"374","PLW","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","PNG","",0.696795142317655,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","POL","Poland",0.589073735048489,0.436600915721268,4.006285835517,4.08447958837466,3.91461639255982,3.93856476593923,3.89008039313177,3.99281014541749,4.01675851879689,3.96827414598943
"377","POLYN","Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","PRI","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","PRK","Democratic People's Republic of Korea",NA,0.472380727077439,NA,3.79578726657582,NA,NA,NA,3.72553176434448,3.75437575966309,3.69583101972584
"380","PRT","Portugal",0.621808527189059,0.435653040426273,3.88613145515756,3.98455759158374,3.7942417904585,3.81477474875354,3.77327837580448,3.89266792688468,3.91320088517972,3.87170451223066
"381","PRY","Paraguay",0.706431157234588,0.496850156416928,3.49284691819529,3.61893936918542,3.43780946643552,3.48713805492216,3.38592073401173,3.56390191742565,3.61323050591229,3.51201318500187
"382","PSE","Occupied Palestinian Territory",0.604781050007863,0.454988098068868,3.56523975096971,3.64461272550186,3.4834960471286,3.51617786600693,3.44970993504764,3.56286902166074,3.59555084053907,3.52908290957979
"383","PSS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","PYF","French Polynesia",NA,0.445926965707575,NA,3.57345541304835,NA,NA,NA,3.50155307672502,3.52096937890575,3.48175230444889
"385","QAT","",0.637362827291435,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","ROU","Romania",0.559740808450716,0.438488184159075,3.97655870978072,4.03707765227969,3.88764869461496,3.91785858930764,3.85649765653913,3.94816763711393,3.97837753180661,3.9170165990381
"387","RUS","Russian Federation",0.6315236820609,0.446844710306128,3.84183519302639,3.94141117596398,3.75418264052059,3.78300085933414,3.72450922580923,3.85375862345819,3.88257684227174,3.82408520874682
"388","RWA","Rwanda",0.696421186022621,0.530483232004731,3.64976239719473,3.75155740164621,3.59389886999431,3.6267062869212,3.55997851048594,3.6956938744458,3.72850129137268,3.66177351493742
"389","SAS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","SAU","Saudi Arabia",NA,0.447759824849666,NA,3.86527532240743,NA,NA,NA,3.78089670935783,3.80812582823062,3.75290536235915
"391","SCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","SDN","Sudan (former)",0.603580638388813,0.586165253482392,3.60691488261764,3.61727482394152,3.57792530020303,3.60229330881681,3.55294862897972,3.58828524152691,3.6126532501407,3.56330857030361
"393","SEN","Senegal",0.632641721854964,0.481565215711001,3.59234815986434,3.67651340548876,3.53634479162321,3.55824772224116,3.51395135915969,3.62051003724763,3.64241296786558,3.59811660478411
"394","SGP","",0.645557944350314,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","SGS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","SHN","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","SLB","Solomon Islands",NA,0.470682769970642,NA,3.64028735224019,NA,NA,NA,3.57190833299142,3.59050578124193,3.55295845501582
"398","SLE","Sierra Leone",0.603923453197455,0.551181870467148,3.49655442348171,3.52701546497685,3.43405685040422,3.45586409985913,3.41176342291878,3.46451789189936,3.48632514135427,3.44222446441392
"399","SLV","El Salvador",0.681001036576664,0.481565215711001,3.62723552025621,3.74316419767406,3.57942124787848,3.62796703672217,3.52839798307382,3.69534992529634,3.74389571414003,3.64432666049168
"400","SMR","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","SOASIA","SOASIA",0.578761301717286,0.502575656579066,3.59435781619967,3.63554899308948,3.51988262931284,3.54508072863496,3.49403313654823,3.56107380620264,3.58627190552476,3.53522431343804
"402","SOL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","SOTRLA","SOTRLA",0.708657027997937,0.50457183588246,3.67040247744672,3.79420350032925,3.59825414119633,3.6215075566303,3.57444710532765,3.72205516407887,3.74530857951283,3.69824812821019
"405","SouAfr","Southern Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","SouAm","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","SouAs","Southern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","SouCeAs","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","SouEAs","South-Eastern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","SouEur","Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","SPM","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","SRB","Serbia and Montenegro",0.571768614449984,NA,3.39880698856142,NA,3.31136379685348,3.33663975110592,3.28543236511769,NA,NA,NA
"413","SRB","Serbia and Montenegro",0.571768614449984,0.440364272662198,3.39880698856142,3.4653063164778,3.31136379685348,3.33663975110592,3.28543236511769,3.37786312476985,3.40313907902229,3.35193169303406
"414","SRB","Serbia and Montenegro",0.571768614449984,NA,3.39880698856142,NA,3.31136379685348,3.33663975110592,3.28543236511769,NA,NA,NA
"415","SRB","Serbia and Montenegro",0.571768614449984,0.440364272662198,3.39880698856142,3.4653063164778,3.31136379685348,3.33663975110592,3.28543236511769,3.37786312476985,3.40313907902229,3.35193169303406
"416","SRB","Serbia",0.571768614449984,NA,3.82078755253038,NA,3.74294379783331,3.77166692758716,3.71337119010287,NA,NA,NA
"417","SRB","Serbia",0.571768614449984,0.440364272662198,3.82078755253038,3.88728688044676,3.74294379783331,3.77166692758716,3.71337119010287,3.80944312574968,3.83816625550353,3.77987051801924
"418","SRB","Serbia",0.571768614449984,NA,3.82078755253038,NA,3.74294379783331,3.77166692758716,3.71337119010287,NA,NA,NA
"419","SRB","Serbia",0.571768614449984,0.440364272662198,3.82078755253038,3.88728688044676,3.74294379783331,3.77166692758716,3.71337119010287,3.80944312574968,3.83816625550353,3.77987051801924
"420","SSA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","SSD","",0.663896874351497,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","SSF","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","SST","Small Island Developing States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","StKiN","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","STP","Sao Tome and Principe",0.696421186022621,0.471532852666111,3.5754645129737,3.70679413157255,3.4959835840247,3.51758221718894,3.47390813233231,3.62731320262356,3.64891183578779,3.60523775093117
"426","SUR","Suriname",0.709323440699519,0.461182277858062,3.33555071846381,3.48077604352153,3.25142476205749,3.27457216549933,3.22772883434556,3.39665008711521,3.41979749055706,3.37295415940328
"427","SUSAAF","SUSAAF",0.651145347985254,0.521649217114566,3.68501758090868,3.76095376015198,3.63865575514772,3.66571102747359,3.61084809174615,3.71459193439102,3.74164720671689,3.68678427098945
"428","SVK","Slovakia",0.552072366617744,0.430870452556948,3.6038013528806,3.66336862842875,3.51457144958118,3.54716110386454,3.48088382687363,3.57413872512932,3.60672837941269,3.54045110242177
"429","SVN","Slovenia",0.580238086725481,0.429905148832323,3.79708717152201,3.87301607166916,3.7195157841561,3.7461460787077,3.69215686940988,3.79544468430325,3.82207497885485,3.76808576955703
"430","SWE","Sweden",0.546717015478097,0.428936867281207,3.6541101494046,3.71156647885473,3.56537554281447,3.58784520058274,3.54238937141068,3.6228318722646,3.64530153003287,3.59984570086082
"431","SWZ","Swaziland",0.700603325887681,0.474069902733665,3.51654736929168,3.64959874307517,3.45562364875368,3.50469962818549,3.40401435821617,3.58867502253717,3.63775100196897,3.53706573199966
"432","SXM","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","SYC","Seychelles",0.792809635437533,0.443157775521755,3.56335490636019,3.77943405837879,3.49388436400658,3.51774596998903,3.46943943439208,3.70996351602518,3.73382512200763,3.68551858641068
"434","SYR","Syrian Arab Republic",0.606384034826625,0.487279033013975,3.83584945438969,3.90097982522848,3.75768450058103,3.79281237943953,3.72127758779656,3.82281487141982,3.85794275027832,3.78640795863535
"435","TCA","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","TCD","Chad",0.629584773846649,0.559123025587225,3.79418821299905,3.83606742785791,3.77872733671774,3.79590247230895,3.76125205325649,3.8206065515766,3.83778168716781,3.80313126811535
"437","TGO","Togo",0.626712715387717,0.50843947048936,3.69242163903715,3.75955070527572,3.64762475431519,3.68648028573786,3.60719822290396,3.71475382055376,3.75360935197643,3.67432728914253
"438","THA","Thailand",0.627181056387478,0.48969785807916,3.45190766294611,3.52868370558811,3.37155973790139,3.39170786680364,3.35099730004718,3.44833578054339,3.46848390944563,3.42777334268918
"439","TJK","Tajikistan",0.578459627734051,0.545783746027881,3.59465253114877,3.61302035289377,3.50637566511629,3.54329288758131,3.46804314561039,3.52474348686129,3.5616607093263,3.48641096735538
"440","TKM","Turkmenistan",0.63541271865557,0.461182277858062,3.91709513466358,4.01262524947304,3.82932141737072,3.86747864389562,3.78965025848916,3.92485153218017,3.96300875870508,3.88518037329861
"441","TLS","Timor-Leste",NA,0.49289570764046,NA,3.62668023630537,NA,NA,NA,3.57134895206808,3.61570402650658,3.52493482223366
"442","TON","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","TTO","Trinidad and Tobago",0.632465106834299,0.484842368383255,3.59539751295586,3.67786750754757,3.52152030874101,3.5474725277089,3.49487658620738,3.60399030333272,3.62994252230062,3.5773465807991
"444","TUN","Tunisia",0.60798979910284,0.445006573545981,4.10632600475654,4.19213637741352,4.01949930475171,4.05595324942269,3.98166602943883,4.1053096774087,4.14176362207968,4.06747640209582
"445","TUR","Turkey",0.631053299595639,0.484026131241554,4.10891533796628,4.19088882356922,4.02412231946939,4.05644234122558,3.99072272498365,4.10609580507233,4.13841582682851,4.07269621058659
"446","TUV","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","TWN","China, Taiwan Province of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","TZA","United Republic of Tanzania",0.616755084490229,0.539607229108392,3.68900394089032,3.73360937715957,3.64019552152308,3.67391318450499,3.60530118779515,3.68480095779234,3.71851862077424,3.64990662406441
"449","UGA","Uganda",0.656464005640205,0.531902956703636,3.53792169727412,3.61193381494968,3.48538824752993,3.51277189708065,3.45723357063885,3.55940036520549,3.5867840147562,3.53124568831441
"450","UKR","Ukraine",0.550032947139048,0.438488184159075,3.85504043313172,3.91017261077739,3.76766996442576,3.79335853599813,3.74130405199575,3.82280214207143,3.84849071364381,3.79643622964142
"451","UMC","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","URY","Uruguay",0.662624323390899,0.434702311372534,3.61978787819184,3.74484032541015,3.54589368633029,3.57336579414675,3.51764549085462,3.6709461335486,3.69841824136506,3.64269793807293
"453","USA","United States of America",0.635648897341451,0.428936867281207,3.58352354448752,3.69355488677672,3.50820360390094,3.53230275953243,3.48350930705275,3.61823494619013,3.64233410182162,3.59354064934195
"454","UZB","Uzbekistan",0.611785783292226,0.450489560363712,3.89461688146517,3.98028738178606,3.79920872250995,3.83562195913976,3.76141929263115,3.88487922283084,3.92129245946066,3.84708979295205
"455","VAT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","VCT","",NA,0.462930451198671,NA,NA,NA,NA,NA,NA,NA,NA
"457","VCT","Saint Vincent and the Grenadines",NA,0.462930451198671,NA,3.76301273826871,NA,NA,NA,3.67668783113986,3.69666562377098,3.65630277628903
"458","VCT","Saint Vincent and the Grenadines",NA,0.462930451198671,NA,3.76301273826871,NA,NA,NA,3.67668783113986,3.69666562377098,3.65630277628903
"459","VCT","",NA,0.462930451198671,NA,NA,NA,NA,NA,NA,NA,NA
"460","VEN","Venezuela (Bolivarian Republic of)",0.659298319393867,0.456770035259898,3.5209419586976,3.63395966311972,3.44943286310553,3.481215794355,3.41660652386025,3.56245056752765,3.59423349877712,3.52962422828238
"461","VGB","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","VIR","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
