"","AreaName","ElementName","ItemName","Value","VegOrMeat"
"30218","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Grapes and products (excl wine)",3,"Veg"
"30222","Republic of Korea","Food supply (kcal/capita/day)","Grapes and products (excl wine)",7,"Veg"
"30228","Yemen","Food supply (kcal/capita/day)","Grapes and products (excl wine)",11,"Veg"
"30250","France","Food supply (kcal/capita/day)","Grapes and products (excl wine)",9,"Veg"
"30253","Lithuania","Food supply (kcal/capita/day)","Grapes and products (excl wine)",6,"Veg"
"30255","Australia & New Zealand","Food supply (kcal/capita/day)","Grapes and products (excl wine)",17,"Veg"
"30256","Cyprus","Food supply (kcal/capita/day)","Grapes and products (excl wine)",7,"Veg"
"30257","Belgium","Food supply (kcal/capita/day)","Grapes and products (excl wine)",8,"Veg"
"30261","Liberia","Food supply (kcal/capita/day)","Grapes and products (excl wine)",0,"Veg"
"30263","Middle Africa","Food supply (kcal/capita/day)","Grapes and products (excl wine)",0,"Veg"
"30264","Hungary","Food supply (kcal/capita/day)","Grapes and products (excl wine)",14,"Veg"
"30265","Senegal","Food supply (kcal/capita/day)","Grapes and products (excl wine)",0,"Veg"
"30267","Small Island Developing States","Food supply (kcal/capita/day)","Grapes and products (excl wine)",1,"Veg"
"30270","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Grapes and products (excl wine)",9,"Veg"
"30273","SOTRLA","Food supply (kcal/capita/day)","Grapes and products (excl wine)",7.58142967145791,"Veg"
"30278","Eastern Europe","Food supply (kcal/capita/day)","Grapes and products (excl wine)",6,"Veg"
"30282","Caribbean","Food supply (kcal/capita/day)","Grapes and products (excl wine)",1,"Veg"
"30283","Kiribati","Food supply (kcal/capita/day)","Grapes and products (excl wine)",0,"Veg"
"30286","Chile","Food supply (kcal/capita/day)","Grapes and products (excl wine)",7,"Veg"
"30288","Congo","Food supply (kcal/capita/day)","Grapes and products (excl wine)",0,"Veg"
"30291","Greece","Food supply (kcal/capita/day)","Grapes and products (excl wine)",39,"Veg"
"30292","Lesotho","Food supply (kcal/capita/day)","Grapes and products (excl wine)",1,"Veg"
"30296","Croatia","Food supply (kcal/capita/day)","Grapes and products (excl wine)",50,"Veg"
"30298","China, Macao SAR","Food supply (kcal/capita/day)","Grapes and products (excl wine)",4,"Veg"
"30313","Dominica","Food supply (kcal/capita/day)","Grapes and products (excl wine)",2,"Veg"
"30314","Libya","Food supply (kcal/capita/day)","Grapes and products (excl wine)",11,"Veg"
"30317","Micronesia","Food supply (kcal/capita/day)","Grapes and products (excl wine)",0,"Veg"
"30319","Costa Rica","Food supply (kcal/capita/day)","Grapes and products (excl wine)",4,"Veg"
"30322","Sweden","Food supply (kcal/capita/day)","Grapes and products (excl wine)",10,"Veg"
"30324","Mauritania","Food supply (kcal/capita/day)","Grapes and products (excl wine)",0,"Veg"
"30331","Latvia","Food supply (kcal/capita/day)","Grapes and products (excl wine)",7,"Veg"
"30334","Belize","Food supply (kcal/capita/day)","Grapes and products (excl wine)",2,"Veg"
"30344","Swaziland","Food supply (kcal/capita/day)","Grapes and products (excl wine)",1,"Veg"
"30351","Malta","Food supply (kcal/capita/day)","Grapes and products (excl wine)",8,"Veg"
"30352","Argentina","Food supply (kcal/capita/day)","Grapes and products (excl wine)",1,"Veg"
"30354","Serbia","Food supply (kcal/capita/day)","Grapes and products (excl wine)",3,"Veg"
"30357","Western Europe","Food supply (kcal/capita/day)","Grapes and products (excl wine)",14,"Veg"
"30362","Finland","Food supply (kcal/capita/day)","Grapes and products (excl wine)",9,"Veg"
"30372","Western Africa","Food supply (kcal/capita/day)","Grapes and products (excl wine)",0,"Veg"
"30378","Italy","Food supply (kcal/capita/day)","Grapes and products (excl wine)",6,"Veg"
"30385","Trinidad and Tobago","Food supply (kcal/capita/day)","Grapes and products (excl wine)",7,"Veg"
"30387","Malawi","Food supply (kcal/capita/day)","Grapes and products (excl wine)",0,"Veg"
"30388","Bulgaria","Food supply (kcal/capita/day)","Grapes and products (excl wine)",9,"Veg"
"30395","Republic of Moldova","Food supply (kcal/capita/day)","Grapes and products (excl wine)",21,"Veg"
"30403","Honduras","Food supply (kcal/capita/day)","Grapes and products (excl wine)",1,"Veg"
"30410","CANAME","Food supply (kcal/capita/day)","Grapes and products (excl wine)",26.6329169339351,"Veg"
"30411","Nigeria","Food supply (kcal/capita/day)","Grapes and products (excl wine)",0,"Veg"
"30418","New Zealand","Food supply (kcal/capita/day)","Grapes and products (excl wine)",17,"Veg"
"30426","Romania","Food supply (kcal/capita/day)","Grapes and products (excl wine)",14,"Veg"
"30433","Cabo Verde","Food supply (kcal/capita/day)","Grapes and products (excl wine)",2,"Veg"
"30435","Dominican Republic","Food supply (kcal/capita/day)","Grapes and products (excl wine)",2,"Veg"
"30441","European Union","Food supply (kcal/capita/day)","Grapes and products (excl wine)",13,"Veg"
"30443","Angola","Food supply (kcal/capita/day)","Grapes and products (excl wine)",0,"Veg"
"30446","Peru","Food supply (kcal/capita/day)","Grapes and products (excl wine)",3,"Veg"
"30453","Israel","Food supply (kcal/capita/day)","Grapes and products (excl wine)",21,"Veg"
"30455","Polynesia","Food supply (kcal/capita/day)","Grapes and products (excl wine)",2,"Veg"
"30461","Brazil","Food supply (kcal/capita/day)","Grapes and products (excl wine)",9,"Veg"
"30474","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Grapes and products (excl wine)",3,"Veg"
"30490","Congo","Food supply (kcal/capita/day)","Groundnut Oil",16,"Veg"
"30491","Nigeria","Food supply (kcal/capita/day)","Groundnut Oil",95,"Veg"
"30493","Libya","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30505","Peru","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30506","Turkey","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30507","Timor-Leste","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30509","Chile","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30512","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30516","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","Groundnut Oil",12,"Veg"
"30519","Republic of Korea","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30520","Chad","Food supply (kcal/capita/day)","Groundnut Oil",72,"Veg"
"30523","Germany","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30529","Malawi","Food supply (kcal/capita/day)","Groundnut Oil",27,"Veg"
"30530","Burkina Faso","Food supply (kcal/capita/day)","Groundnut Oil",14,"Veg"
"30535","Australia","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"30539","Jordan","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30541","Northern Europe","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"30542","Colombia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30553","ESEASP","Food supply (kcal/capita/day)","Groundnut Oil",12.9658552105095,"Veg"
"30555","United Arab Emirates","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"30558","Cameroon","Food supply (kcal/capita/day)","Groundnut Oil",56,"Veg"
"30559","Israel","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30570","China, Taiwan Province of","Food supply (kcal/capita/day)","Groundnut Oil",6,"Veg"
"30571","New Zealand","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30575","Mauritius","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30577","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30582","Greece","Food supply (kcal/capita/day)","Groundnut Oil",7,"Veg"
"30585","Least Developed Countries","Food supply (kcal/capita/day)","Groundnut Oil",26,"Veg"
"30586","Djibouti","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30588","Western Africa","Food supply (kcal/capita/day)","Groundnut Oil",82,"Veg"
"30591","Panama","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30593","Northern Africa","Food supply (kcal/capita/day)","Groundnut Oil",12,"Veg"
"30596","Polynesia","Food supply (kcal/capita/day)","Groundnut Oil",24,"Veg"
"30598","Grenada","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30599","Western Europe","Food supply (kcal/capita/day)","Groundnut Oil",9,"Veg"
"30600","Italy","Food supply (kcal/capita/day)","Groundnut Oil",17,"Veg"
"30612","Sri Lanka","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30617","Spain","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30622","Sudan (former)","Food supply (kcal/capita/day)","Groundnut Oil",30,"Veg"
"30628","Argentina","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30629","Austria","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"30630","Fiji","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30631","Gambia","Food supply (kcal/capita/day)","Groundnut Oil",112,"Veg"
"30642","Mexico","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30645","Slovenia","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30646","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Groundnut Oil",26,"Veg"
"30647","Yemen","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30648","Belgium","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"30656","Bahamas","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30658","Namibia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30661","Kuwait","Food supply (kcal/capita/day)","Groundnut Oil",6,"Veg"
"30665","Zimbabwe","Food supply (kcal/capita/day)","Groundnut Oil",18,"Veg"
"30666","Swaziland","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30667","European Union","Food supply (kcal/capita/day)","Groundnut Oil",6,"Veg"
"30670","World","Food supply (kcal/capita/day)","Groundnut Oil",16,"Veg"
"30673","Small Island Developing States","Food supply (kcal/capita/day)","Groundnut Oil",5,"Veg"
"30683","Mozambique","Food supply (kcal/capita/day)","Groundnut Oil",8,"Veg"
"30688","Iceland","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"30692","Brazil","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30706","Sweden","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30710","Ethiopia","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30712","Saint Lucia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30720","Norway","Food supply (kcal/capita/day)","Groundnut Oil",20,"Veg"
"30729","Southern Asia","Food supply (kcal/capita/day)","Groundnut Oil",23,"Veg"
"30730","Eastern Asia","Food supply (kcal/capita/day)","Groundnut Oil",14,"Veg"
"30733","Belize","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30735","Liberia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30736","Benin","Food supply (kcal/capita/day)","Groundnut Oil",60,"Veg"
"30738","Armenia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30739","Asia","Food supply (kcal/capita/day)","Groundnut Oil",17,"Veg"
"30745","Gabon","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30751","SOTRLA","Food supply (kcal/capita/day)","Groundnut Oil",0.204085638362121,"Veg"
"30754","Caribbean","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30757","Dominican Republic","Food supply (kcal/capita/day)","Groundnut Oil",3,"Veg"
"30760","Uganda","Food supply (kcal/capita/day)","Groundnut Oil",3,"Veg"
"30768","Antigua and Barbuda","Food supply (kcal/capita/day)","Groundnut Oil",5,"Veg"
"30770","Cuba","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30771","Costa Rica","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30773","SOASIA","Food supply (kcal/capita/day)","Groundnut Oil",2.23566725237419,"Veg"
"30776","Middle Africa","Food supply (kcal/capita/day)","Groundnut Oil",54,"Veg"
"30777","Mali","Food supply (kcal/capita/day)","Groundnut Oil",46,"Veg"
"30778","Nepal","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30783","Denmark","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30784","Luxembourg","Food supply (kcal/capita/day)","Groundnut Oil",21,"Veg"
"30785","Rwanda","Food supply (kcal/capita/day)","Groundnut Oil",5,"Veg"
"30789","Maldives","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30804","Barbados","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30809","Ghana","Food supply (kcal/capita/day)","Groundnut Oil",61,"Veg"
"30814","Eastern Africa","Food supply (kcal/capita/day)","Groundnut Oil",5,"Veg"
"30817","Latvia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30822","Guatemala","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30836","Republic of Moldova","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30837","SUSAAF","Food supply (kcal/capita/day)","Groundnut Oil",40.8685672531577,"Veg"
"30840","Sierra Leone","Food supply (kcal/capita/day)","Groundnut Oil",42,"Veg"
"30842","New Caledonia","Food supply (kcal/capita/day)","Groundnut Oil",8,"Veg"
"30846","Seychelles","Food supply (kcal/capita/day)","Groundnut Oil",3,"Veg"
"30851","Iraq","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30857","Sao Tome and Principe","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"30864","CEEAEU","Food supply (kcal/capita/day)","Groundnut Oil",0.738225422591078,"Veg"
"30865","Guyana","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30868","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Groundnut Oil",17,"Veg"
"30874","Madagascar","Food supply (kcal/capita/day)","Groundnut Oil",6,"Veg"
"30882","Morocco","Food supply (kcal/capita/day)","Groundnut Oil",9,"Veg"
"30884","Poland","Food supply (kcal/capita/day)","Groundnut Oil",3,"Veg"
"30887","Oceania","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"30888","China, mainland","Food supply (kcal/capita/day)","Groundnut Oil",16,"Veg"
"30895","Botswana","Food supply (kcal/capita/day)","Groundnut Oil",14,"Veg"
"30896","France","Food supply (kcal/capita/day)","Groundnut Oil",6,"Veg"
"30897","Europe","Food supply (kcal/capita/day)","Groundnut Oil",4,"Veg"
"30902","Finland","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30903","Central America","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30906","Land Locked Developing Countries","Food supply (kcal/capita/day)","Groundnut Oil",12,"Veg"
"30913","Canada","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30915","Kenya","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30934","Brunei Darussalam","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30936","Mongolia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30948","Serbia and Montenegro","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30951","South-Eastern Asia","Food supply (kcal/capita/day)","Groundnut Oil",13,"Veg"
"30960","Western Asia","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30963","Suriname","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30977","Hungary","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30987","French Polynesia","Food supply (kcal/capita/day)","Groundnut Oil",40,"Veg"
"30989","Melanesia","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30991","Malaysia","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30993","South America","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30995","Uzbekistan","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30996","Cambodia","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"30998","Syrian Arab Republic","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"30999","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"31005","Americas","Food supply (kcal/capita/day)","Groundnut Oil",3,"Veg"
"31009","Switzerland","Food supply (kcal/capita/day)","Groundnut Oil",19,"Veg"
"31011","Comoros","Food supply (kcal/capita/day)","Groundnut Oil",22,"Veg"
"31016","Northern America","Food supply (kcal/capita/day)","Groundnut Oil",6,"Veg"
"31018","Lao People's Democratic Republic","Food supply (kcal/capita/day)","Groundnut Oil",22,"Veg"
"31021","Cyprus","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"31026","Azerbaijan","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31029","United Republic of Tanzania","Food supply (kcal/capita/day)","Groundnut Oil",4,"Veg"
"31034","Central Asia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31035","Ukraine","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31044","Cabo Verde","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31052","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"31057","Zambia","Food supply (kcal/capita/day)","Groundnut Oil",6,"Veg"
"31066","Malta","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31075","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31081","Algeria","Food supply (kcal/capita/day)","Groundnut Oil",13,"Veg"
"31084","El Salvador","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"31088","Guinea-Bissau","Food supply (kcal/capita/day)","Groundnut Oil",112,"Veg"
"31090","China, Macao SAR","Food supply (kcal/capita/day)","Groundnut Oil",24,"Veg"
"31099","Honduras","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31107","Mauritania","Food supply (kcal/capita/day)","Groundnut Oil",18,"Veg"
"31110","Vanuatu","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31113","Myanmar","Food supply (kcal/capita/day)","Groundnut Oil",112,"Veg"
"31114","Belarus","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31115","Croatia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31116","Australia & New Zealand","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"31119","Haiti","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31120","Jamaica","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31121","Portugal","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"31122","Ecuador","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31126","Somalia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31134","Bulgaria","Food supply (kcal/capita/day)","Groundnut Oil",12,"Veg"
"31139","Burundi","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"31140","Paraguay","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"31149","Africa","Food supply (kcal/capita/day)","Groundnut Oil",35,"Veg"
"31150","Netherlands","Food supply (kcal/capita/day)","Groundnut Oil",61,"Veg"
"31151","Indonesia","Food supply (kcal/capita/day)","Groundnut Oil",3,"Veg"
"31154","United States of America","Food supply (kcal/capita/day)","Groundnut Oil",7,"Veg"
"31157","Bangladesh","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"31159","Southern Europe","Food supply (kcal/capita/day)","Groundnut Oil",7,"Veg"
"31161","Viet Nam","Food supply (kcal/capita/day)","Groundnut Oil",8,"Veg"
"31164","CALACA","Food supply (kcal/capita/day)","Groundnut Oil",1.14939488924084,"Veg"
"31166","Senegal","Food supply (kcal/capita/day)","Groundnut Oil",293,"Veg"
"31168","Afghanistan","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31173","Slovakia","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"31174","Côte d'Ivoire","Food supply (kcal/capita/day)","Groundnut Oil",3,"Veg"
"31175","Democratic Republic of the Congo","Food supply (kcal/capita/day)","Groundnut Oil",10,"Veg"
"31181","Eritrea","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31183","Russian Federation","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31186","Angola","Food supply (kcal/capita/day)","Groundnut Oil",19,"Veg"
"31189","Montenegro","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31194","Albania","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31195","Lebanon","Food supply (kcal/capita/day)","Groundnut Oil",23,"Veg"
"31196","South Africa","Food supply (kcal/capita/day)","Groundnut Oil",4,"Veg"
"31200","China","Food supply (kcal/capita/day)","Groundnut Oil",16,"Veg"
"31202","Southern Africa","Food supply (kcal/capita/day)","Groundnut Oil",4,"Veg"
"31210","Saudi Arabia","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"31212","Thailand","Food supply (kcal/capita/day)","Groundnut Oil",7,"Veg"
"31214","Estonia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31215","Pakistan","Food supply (kcal/capita/day)","Groundnut Oil",3,"Veg"
"31220","Romania","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31221","India","Food supply (kcal/capita/day)","Groundnut Oil",32,"Veg"
"31222","United Kingdom","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"31224","Tunisia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31232","Egypt","Food supply (kcal/capita/day)","Groundnut Oil",6,"Veg"
"31234","Central African Republic","Food supply (kcal/capita/day)","Groundnut Oil",211,"Veg"
"31237","Guinea","Food supply (kcal/capita/day)","Groundnut Oil",151,"Veg"
"31246","Togo","Food supply (kcal/capita/day)","Groundnut Oil",11,"Veg"
"31252","Lithuania","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31253","Trinidad and Tobago","Food supply (kcal/capita/day)","Groundnut Oil",6,"Veg"
"31255","Ireland","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31256","China, Hong Kong SAR","Food supply (kcal/capita/day)","Groundnut Oil",30,"Veg"
"31262","Eastern Europe","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"31264","Uruguay","Food supply (kcal/capita/day)","Groundnut Oil",2,"Veg"
"31268","CANAME","Food supply (kcal/capita/day)","Groundnut Oil",2.73374167502574,"Veg"
"31272","Kazakhstan","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31286","Saint Kitts and Nevis","Food supply (kcal/capita/day)","Groundnut Oil",4,"Veg"
"31288","Japan","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31291","HIGHIN","Food supply (kcal/capita/day)","Groundnut Oil",5.44738656935146,"Veg"
"31292","Nicaragua","Food supply (kcal/capita/day)","Groundnut Oil",28,"Veg"
"31296","Serbia","Food supply (kcal/capita/day)","Groundnut Oil",0,"Veg"
"31300","Niger","Food supply (kcal/capita/day)","Groundnut Oil",53,"Veg"
"31302","Czech Republic","Food supply (kcal/capita/day)","Groundnut Oil",3,"Veg"
"31307","Philippines","Food supply (kcal/capita/day)","Groundnut Oil",1,"Veg"
"31311","Cabo Verde","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",3,"Veg"
"31323","Turkey","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",14,"Veg"
"31325","Serbia","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",12,"Veg"
"31326","World","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",23,"Veg"
"31329","Colombia","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",5,"Veg"
"31342","Latvia","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",10,"Veg"
"31343","South America","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",7,"Veg"
"31345","Northern Europe","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",23,"Veg"
"31352","United Arab Emirates","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",42,"Veg"
"31355","Antigua and Barbuda","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",11,"Veg"
"31367","Azerbaijan","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",3,"Veg"
"31368","Republic of Moldova","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",7,"Veg"
"31386","Timor-Leste","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",35,"Veg"
"31389","Japan","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",13,"Veg"
"31397","SUSAAF","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",44.2521743724959,"Veg"
"31398","Vanuatu","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",95,"Veg"
"31410","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",19,"Veg"
"31411","United States of America","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",52,"Veg"
"31413","Madagascar","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",2,"Veg"
"31415","Malawi","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",69,"Veg"
"31416","Côte d'Ivoire","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",34,"Veg"
"31423","Asia","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",20,"Veg"
"31426","Dominica","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",6,"Veg"
"31434","Cyprus","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",20,"Veg"
"31441","China, Macao SAR","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",32,"Veg"
"31448","Netherlands","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",15,"Veg"
"31449","Comoros","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",21,"Veg"
"31457","El Salvador","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",4,"Veg"
"31468","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",7,"Veg"
"31471","Peru","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",6,"Veg"
"31473","Bangladesh","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",1,"Veg"
"31487","Caribbean","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",9,"Veg"
"31497","ESEASP","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",30.5173483450288,"Veg"
"31498","Romania","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",7,"Veg"
"31499","Least Developed Countries","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",35,"Veg"
"31501","Cameroon","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",102,"Veg"
"31502","Mauritius","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",26,"Veg"
"31505","Germany","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",18,"Veg"
"31508","Nigeria","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",33,"Veg"
"31510","Republic of Korea","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",12,"Veg"
"31514","Paraguay","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",16,"Veg"
"31529","Nepal","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",1,"Veg"
"31534","Southern Asia","Food supply (kcal/capita/day)","Groundnuts (Shelled Eq)",3,"Veg"
