"","AreaName","ElementName","ItemName","Value","VegOrMeat"
"3598","Namibia","Food supply (kcal/capita/day)","Bananas",2,"Veg"
"3603","Costa Rica","Food supply (kcal/capita/day)","Bananas",1,"Veg"
"3608","Czech Republic","Food supply (kcal/capita/day)","Bananas",13,"Veg"
"3616","Angola","Food supply (kcal/capita/day)","Bananas",80,"Veg"
"3617","Western Africa","Food supply (kcal/capita/day)","Bananas",3,"Veg"
"3625","Malta","Food supply (kcal/capita/day)","Bananas",21,"Veg"
"3628","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","Bananas",41,"Veg"
"3630","SOTRLA","Food supply (kcal/capita/day)","Bananas",44.9133500422756,"Veg"
"3639","Montenegro","Food supply (kcal/capita/day)","Bananas",20,"Veg"
"3640","Brunei Darussalam","Food supply (kcal/capita/day)","Bananas",4,"Veg"
"3641","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Bananas",15,"Veg"
"3644","Cambodia","Food supply (kcal/capita/day)","Bananas",19,"Veg"
"3645","Côte d'Ivoire","Food supply (kcal/capita/day)","Bananas",2,"Veg"
"3647","Malawi","Food supply (kcal/capita/day)","Bananas",34,"Veg"
"3655","Australia & New Zealand","Food supply (kcal/capita/day)","Bananas",15,"Veg"
"3664","Grenada","Food supply (kcal/capita/day)","Bananas",18,"Veg"
"3665","Northern Africa","Food supply (kcal/capita/day)","Bananas",16,"Veg"
"3666","French Polynesia","Food supply (kcal/capita/day)","Bananas",1,"Veg"
"3672","Polynesia","Food supply (kcal/capita/day)","Bananas",60,"Veg"
"3676","Saint Kitts and Nevis","Food supply (kcal/capita/day)","Bananas",1,"Veg"
"3679","Solomon Islands","Food supply (kcal/capita/day)","Bananas",1,"Veg"
"3686","Ethiopia","Food supply (kcal/capita/day)","Bananas",5,"Veg"
"3700","Samoa","Food supply (kcal/capita/day)","Bananas",144,"Veg"
"3703","Guatemala","Food supply (kcal/capita/day)","Bananas",8,"Veg"
"3705","Lao People's Democratic Republic","Food supply (kcal/capita/day)","Bananas",56,"Veg"
"3709","Libya","Food supply (kcal/capita/day)","Bananas",1,"Veg"
"3711","Middle Africa","Food supply (kcal/capita/day)","Bananas",55,"Veg"
"3718","Spain","Food supply (kcal/capita/day)","Bananas",12,"Veg"
"3726","Lithuania","Food supply (kcal/capita/day)","Bananas",11,"Veg"
"3736","Cabo Verde","Food supply (kcal/capita/day)","Bananas",22,"Veg"
"3739","Italy","Food supply (kcal/capita/day)","Bananas",16,"Veg"
"3743","Cuba","Food supply (kcal/capita/day)","Bananas",32,"Veg"
"3746","Brazil","Food supply (kcal/capita/day)","Bananas",54,"Veg"
"3748","Republic of Korea","Food supply (kcal/capita/day)","Bananas",12,"Veg"
"3752","Southern Africa","Food supply (kcal/capita/day)","Bananas",11,"Veg"
"3753","CALACA","Food supply (kcal/capita/day)","Bananas",24.5299520058663,"Veg"
"3762","Eastern Asia","Food supply (kcal/capita/day)","Bananas",11,"Veg"
"3767","Burundi","Food supply (kcal/capita/day)","Bananas",211,"Veg"
"3769","Chile","Food supply (kcal/capita/day)","Bananas",17,"Veg"
"3772","France","Food supply (kcal/capita/day)","Bananas",8,"Veg"
"3775","Mauritius","Food supply (kcal/capita/day)","Bananas",13,"Veg"
"3777","China, Macao SAR","Food supply (kcal/capita/day)","Bananas",8,"Veg"
"3788","Bulgaria","Food supply (kcal/capita/day)","Bananas",6,"Veg"
"3793","Dominica","Food supply (kcal/capita/day)","Bananas",48,"Veg"
"3802","Belgium","Food supply (kcal/capita/day)","Bananas",10,"Veg"
"3815","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Bananas",15,"Veg"
"3817","Western Europe","Food supply (kcal/capita/day)","Bananas",13,"Veg"
"3820","Romania","Food supply (kcal/capita/day)","Bananas",3,"Veg"
"3842","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Bananas",3,"Veg"
"3845","Norway","Food supply (kcal/capita/day)","Bananas",25,"Veg"
"3847","Congo","Food supply (kcal/capita/day)","Bananas",32,"Veg"
"3853","Madagascar","Food supply (kcal/capita/day)","Bananas",24,"Veg"
"3861","Argentina","Food supply (kcal/capita/day)","Bananas",22,"Veg"
"3862","Afghanistan","Food supply (kcal/capita/day)","Bananas",2,"Veg"
"3869","Republic of Moldova","Food supply (kcal/capita/day)","Bananas",1,"Veg"
"3873","Caribbean","Food supply (kcal/capita/day)","Bananas",45,"Veg"
"3874","Belize","Food supply (kcal/capita/day)","Bananas",11,"Veg"
"3876","Finland","Food supply (kcal/capita/day)","Bananas",21,"Veg"
"3885","New Zealand","Food supply (kcal/capita/day)","Bananas",21,"Veg"
"3892","China, Hong Kong SAR","Food supply (kcal/capita/day)","Bananas",13,"Veg"
"3893","Swaziland","Food supply (kcal/capita/day)","Bananas",4,"Veg"
"3894","Israel","Food supply (kcal/capita/day)","Bananas",23,"Veg"
"3895","Trinidad and Tobago","Food supply (kcal/capita/day)","Bananas",18,"Veg"
"3911","Latvia","Food supply (kcal/capita/day)","Bananas",13,"Veg"
"3912","Kiribati","Food supply (kcal/capita/day)","Bananas",99,"Veg"
"3915","Mauritania","Food supply (kcal/capita/day)","Bananas",1,"Veg"
"3916","World","Food supply (kcal/capita/day)","Bananas",20,"Veg"
"3917","Serbia","Food supply (kcal/capita/day)","Bananas",9,"Veg"
"3921","Sweden","Food supply (kcal/capita/day)","Bananas",23,"Veg"
"3922","Hungary","Food supply (kcal/capita/day)","Bananas",6,"Veg"
"3924","Haiti","Food supply (kcal/capita/day)","Bananas",35,"Veg"
"3927","ESEASP","Food supply (kcal/capita/day)","Bananas",37.8122044694206,"Veg"
"3929","European Union","Food supply (kcal/capita/day)","Bananas",14,"Veg"
"3930","Eritrea","Food supply (kcal/capita/day)","Bananas",0,"Veg"
"3934","Syrian Arab Republic","Food supply (kcal/capita/day)","Bananas",4,"Veg"
"3937","Cyprus","Food supply (kcal/capita/day)","Bananas",14,"Veg"
"3942","Micronesia","Food supply (kcal/capita/day)","Bananas",99,"Veg"
"3946","Kenya","Food supply (kcal/capita/day)","Bananas",40,"Veg"
"3948","Russian Federation","Food supply (kcal/capita/day)","Bananas",15,"Veg"
"3952","Mauritania","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"3956","Saudi Arabia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"3966","Madagascar","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"3967","Kiribati","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"3968","United States of America","Food supply (kcal/capita/day)","Barley and products",5,"Veg"
"3972","Yemen","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"3976","Czech Republic","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"3977","Central America","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"3981","Turkey","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"3982","Costa Rica","Food supply (kcal/capita/day)","Barley and products",27,"Veg"
"3985","Panama","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"3986","Lao People's Democratic Republic","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"3991","Bulgaria","Food supply (kcal/capita/day)","Barley and products",4,"Veg"
"3992","China, Macao SAR","Food supply (kcal/capita/day)","Barley and products",3,"Veg"
"4000","Afghanistan","Food supply (kcal/capita/day)","Barley and products",22,"Veg"
"4012","CANAME","Food supply (kcal/capita/day)","Barley and products",31.8290104058609,"Veg"
"4021","South-Eastern Asia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4031","Kenya","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4033","Norway","Food supply (kcal/capita/day)","Barley and products",48,"Veg"
"4037","China, Taiwan Province of","Food supply (kcal/capita/day)","Barley and products",10,"Veg"
"4046","Guatemala","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4047","Georgia","Food supply (kcal/capita/day)","Barley and products",29,"Veg"
"4050","Ghana","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4052","Belarus","Food supply (kcal/capita/day)","Barley and products",28,"Veg"
"4060","Congo","Food supply (kcal/capita/day)","Barley and products",11,"Veg"
"4062","Republic of Korea","Food supply (kcal/capita/day)","Barley and products",9,"Veg"
"4063","Uzbekistan","Food supply (kcal/capita/day)","Barley and products",16,"Veg"
"4064","Belize","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4068","Hungary","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4069","Malawi","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4071","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Barley and products",5,"Veg"
"4079","Maldives","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4091","Luxembourg","Food supply (kcal/capita/day)","Barley and products",16,"Veg"
"4092","China, mainland","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4098","Croatia","Food supply (kcal/capita/day)","Barley and products",4,"Veg"
"4105","ESEASP","Food supply (kcal/capita/day)","Barley and products",0.188077973810695,"Veg"
"4119","Burkina Faso","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4120","Philippines","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4121","Cyprus","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4126","Liberia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4127","Sao Tome and Principe","Food supply (kcal/capita/day)","Barley and products",65,"Veg"
"4135","Western Africa","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4138","Ireland","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4146","Democratic Republic of the Congo","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4153","Azerbaijan","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4154","Pakistan","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4157","Southern Asia","Food supply (kcal/capita/day)","Barley and products",6,"Veg"
"4158","Small Island Developing States","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4162","Bahamas","Food supply (kcal/capita/day)","Barley and products",8,"Veg"
"4169","Latvia","Food supply (kcal/capita/day)","Barley and products",124,"Veg"
"4174","Lebanon","Food supply (kcal/capita/day)","Barley and products",8,"Veg"
"4175","Lithuania","Food supply (kcal/capita/day)","Barley and products",65,"Veg"
"4180","Uganda","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4190","Portugal","Food supply (kcal/capita/day)","Barley and products",7,"Veg"
"4194","Cameroon","Food supply (kcal/capita/day)","Barley and products",3,"Veg"
"4195","Jordan","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4197","Niger","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4206","Iceland","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4214","Caribbean","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4223","SOASIA","Food supply (kcal/capita/day)","Barley and products",2.68298342283325,"Veg"
"4230","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4240","Djibouti","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4247","Namibia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4251","Togo","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4259","Malaysia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4260","Land Locked Developing Countries","Food supply (kcal/capita/day)","Barley and products",31,"Veg"
"4267","Brazil","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4272","New Zealand","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4273","Western Europe","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4276","Burundi","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4279","Republic of Moldova","Food supply (kcal/capita/day)","Barley and products",4,"Veg"
"4288","Serbia","Food supply (kcal/capita/day)","Barley and products",7,"Veg"
"4298","India","Food supply (kcal/capita/day)","Barley and products",7,"Veg"
"4300","South Africa","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4323","Nicaragua","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4325","Northern Europe","Food supply (kcal/capita/day)","Barley and products",13,"Veg"
"4331","Canada","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4333","Mexico","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4341","Australia & New Zealand","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4344","Southern Africa","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4345","Vanuatu","Food supply (kcal/capita/day)","Barley and products",12,"Veg"
"4347","Spain","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4348","Honduras","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4352","Malta","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4355","France","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4359","Europe","Food supply (kcal/capita/day)","Barley and products",8,"Veg"
"4362","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Barley and products",17,"Veg"
"4366","Barbados","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4367","Angola","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4387","China, Hong Kong SAR","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4388","Netherlands","Food supply (kcal/capita/day)","Barley and products",5,"Veg"
"4389","Algeria","Food supply (kcal/capita/day)","Barley and products",96,"Veg"
"4390","Middle Africa","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4395","Serbia and Montenegro","Food supply (kcal/capita/day)","Barley and products",7,"Veg"
"4396","Polynesia","Food supply (kcal/capita/day)","Barley and products",4,"Veg"
"4398","China","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4401","Côte d'Ivoire","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4416","Cambodia","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4418","Uruguay","Food supply (kcal/capita/day)","Barley and products",5,"Veg"
"4421","Myanmar","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4425","Mozambique","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4437","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Barley and products",19,"Veg"
"4438","Ethiopia","Food supply (kcal/capita/day)","Barley and products",117,"Veg"
"4443","HIGHIN","Food supply (kcal/capita/day)","Barley and products",4.44064107353237,"Veg"
"4446","World","Food supply (kcal/capita/day)","Barley and products",7,"Veg"
"4456","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4457","Russian Federation","Food supply (kcal/capita/day)","Barley and products",6,"Veg"
"4465","Saint Lucia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4478","Sweden","Food supply (kcal/capita/day)","Barley and products",12,"Veg"
"4481","Finland","Food supply (kcal/capita/day)","Barley and products",31,"Veg"
"4485","Brunei Darussalam","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4488","Switzerland","Food supply (kcal/capita/day)","Barley and products",8,"Veg"
"4490","Northern America","Food supply (kcal/capita/day)","Barley and products",4,"Veg"
"4491","Syrian Arab Republic","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4499","Lesotho","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4501","Nepal","Food supply (kcal/capita/day)","Barley and products",8,"Veg"
"4509","Democratic People's Republic of Korea","Food supply (kcal/capita/day)","Barley and products",11,"Veg"
"4510","SUSAAF","Food supply (kcal/capita/day)","Barley and products",13.8892265303729,"Veg"
"4515","Peru","Food supply (kcal/capita/day)","Barley and products",36,"Veg"
"4516","Nigeria","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4518","CALACA","Food supply (kcal/capita/day)","Barley and products",4.87964802298429,"Veg"
"4524","Jamaica","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4536","Egypt","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4543","Central Asia","Food supply (kcal/capita/day)","Barley and products",24,"Veg"
"4549","Kyrgyzstan","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4560","French Polynesia","Food supply (kcal/capita/day)","Barley and products",7,"Veg"
"4562","Kuwait","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4569","Mauritius","Food supply (kcal/capita/day)","Barley and products",9,"Veg"
"4573","Dominican Republic","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4574","Melanesia","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4576","Eastern Europe","Food supply (kcal/capita/day)","Barley and products",12,"Veg"
"4579","Comoros","Food supply (kcal/capita/day)","Barley and products",16,"Veg"
"4585","United Republic of Tanzania","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4590","Tunisia","Food supply (kcal/capita/day)","Barley and products",43,"Veg"
"4591","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4594","Southern Europe","Food supply (kcal/capita/day)","Barley and products",3,"Veg"
"4595","Tajikistan","Food supply (kcal/capita/day)","Barley and products",32,"Veg"
"4600","Sri Lanka","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4605","Bangladesh","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4617","New Caledonia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4619","Kazakhstan","Food supply (kcal/capita/day)","Barley and products",45,"Veg"
"4628","European Union","Food supply (kcal/capita/day)","Barley and products",6,"Veg"
"4636","Grenada","Food supply (kcal/capita/day)","Barley and products",51,"Veg"
"4637","Eastern Asia","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4638","Solomon Islands","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4650","Africa","Food supply (kcal/capita/day)","Barley and products",25,"Veg"
"4653","Swaziland","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4655","Mali","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4657","Morocco","Food supply (kcal/capita/day)","Barley and products",271,"Veg"
"4663","Gabon","Food supply (kcal/capita/day)","Barley and products",6,"Veg"
"4672","Suriname","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4679","Colombia","Food supply (kcal/capita/day)","Barley and products",8,"Veg"
"4681","Western Asia","Food supply (kcal/capita/day)","Barley and products",6,"Veg"
"4684","Least Developed Countries","Food supply (kcal/capita/day)","Barley and products",15,"Veg"
"4685","Turkmenistan","Food supply (kcal/capita/day)","Barley and products",11,"Veg"
"4694","Eritrea","Food supply (kcal/capita/day)","Barley and products",90,"Veg"
"4703","South America","Food supply (kcal/capita/day)","Barley and products",4,"Veg"
"4707","Cabo Verde","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4713","Montenegro","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4714","Bermuda","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4720","Italy","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4729","Ecuador","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4731","Micronesia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4736","Libya","Food supply (kcal/capita/day)","Barley and products",78,"Veg"
"4737","Germany","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4738","Israel","Food supply (kcal/capita/day)","Barley and products",4,"Veg"
"4739","CEEAEU","Food supply (kcal/capita/day)","Barley and products",12.7751845975468,"Veg"
"4742","Slovenia","Food supply (kcal/capita/day)","Barley and products",13,"Veg"
"4745","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Barley and products",8,"Veg"
"4752","Chile","Food supply (kcal/capita/day)","Barley and products",7,"Veg"
"4754","Greece","Food supply (kcal/capita/day)","Barley and products",3,"Veg"
"4762","Dominica","Food supply (kcal/capita/day)","Barley and products",23,"Veg"
"4764","Northern Africa","Food supply (kcal/capita/day)","Barley and products",64,"Veg"
"4767","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4769","Poland","Food supply (kcal/capita/day)","Barley and products",33,"Veg"
"4771","Japan","Food supply (kcal/capita/day)","Barley and products",6,"Veg"
"4772","Rwanda","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4774","Argentina","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4776","Estonia","Food supply (kcal/capita/day)","Barley and products",21,"Veg"
"4780","Denmark","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4790","Zimbabwe","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4791","Asia","Food supply (kcal/capita/day)","Barley and products",4,"Veg"
"4799","Benin","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4801","Sierra Leone","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4803","Iraq","Food supply (kcal/capita/day)","Barley and products",39,"Veg"
"4813","Sudan (former)","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4816","Trinidad and Tobago","Food supply (kcal/capita/day)","Barley and products",9,"Veg"
"4819","Guyana","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4825","Thailand","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4826","Albania","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4827","Seychelles","Food supply (kcal/capita/day)","Barley and products",6,"Veg"
"4840","Austria","Food supply (kcal/capita/day)","Barley and products",2,"Veg"
"4844","Zambia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4845","Ukraine","Food supply (kcal/capita/day)","Barley and products",19,"Veg"
"4847","Samoa","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4848","SOTRLA","Food supply (kcal/capita/day)","Barley and products",0.545974755405242,"Veg"
"4852","Oceania","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4854","Paraguay","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4856","Fiji","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4857","Belgium","Food supply (kcal/capita/day)","Barley and products",1,"Veg"
"4858","Somalia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4859","Eastern Africa","Food supply (kcal/capita/day)","Barley and products",32,"Veg"
"4876","Americas","Food supply (kcal/capita/day)","Barley and products",4,"Veg"
"4878","United Kingdom","Food supply (kcal/capita/day)","Barley and products",5,"Veg"
"4880","Mongolia","Food supply (kcal/capita/day)","Barley and products",13,"Veg"
"4883","Botswana","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4884","Armenia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4886","Slovakia","Food supply (kcal/capita/day)","Barley and products",6,"Veg"
"4891","Romania","Food supply (kcal/capita/day)","Barley and products",8,"Veg"
"4895","El Salvador","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4898","Indonesia","Food supply (kcal/capita/day)","Barley and products",0,"Veg"
"4912","Solomon Islands","Food supply (kcal/capita/day)","Beans",0,"Veg"
"4919","Viet Nam","Food supply (kcal/capita/day)","Beans",20,"Veg"
"4921","Haiti","Food supply (kcal/capita/day)","Beans",66,"Veg"
"4927","Togo","Food supply (kcal/capita/day)","Beans",90,"Veg"
"4931","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Beans",39,"Veg"
"4933","Maldives","Food supply (kcal/capita/day)","Beans",1,"Veg"
"4937","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Beans",30,"Veg"
"4938","France","Food supply (kcal/capita/day)","Beans",8,"Veg"
"4940","Somalia","Food supply (kcal/capita/day)","Beans",21,"Veg"
"4949","Bulgaria","Food supply (kcal/capita/day)","Beans",15,"Veg"
"4950","Northern Africa","Food supply (kcal/capita/day)","Beans",8,"Veg"
"4955","Germany","Food supply (kcal/capita/day)","Beans",1,"Veg"
"4956","Antigua and Barbuda","Food supply (kcal/capita/day)","Beans",13,"Veg"
"4958","Gambia","Food supply (kcal/capita/day)","Beans",0,"Veg"
"4959","Ethiopia","Food supply (kcal/capita/day)","Beans",21,"Veg"
"4962","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","Beans",54,"Veg"
"4964","Angola","Food supply (kcal/capita/day)","Beans",81,"Veg"
"4967","Colombia","Food supply (kcal/capita/day)","Beans",31,"Veg"
"4971","Suriname","Food supply (kcal/capita/day)","Beans",6,"Veg"
"4977","French Polynesia","Food supply (kcal/capita/day)","Beans",7,"Veg"
"4980","Cameroon","Food supply (kcal/capita/day)","Beans",114,"Veg"
"4982","Finland","Food supply (kcal/capita/day)","Beans",0,"Veg"
"4986","Sudan (former)","Food supply (kcal/capita/day)","Beans",3,"Veg"
"4992","Timor-Leste","Food supply (kcal/capita/day)","Beans",85,"Veg"
"4993","Africa","Food supply (kcal/capita/day)","Beans",32,"Veg"
"4994","Djibouti","Food supply (kcal/capita/day)","Beans",33,"Veg"
"4999","Libya","Food supply (kcal/capita/day)","Beans",10,"Veg"
"5006","Trinidad and Tobago","Food supply (kcal/capita/day)","Beans",10,"Veg"
"5008","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Beans",37,"Veg"
"5014","CALACA","Food supply (kcal/capita/day)","Beans",61.4086293272106,"Veg"
"5025","Americas","Food supply (kcal/capita/day)","Beans",63,"Veg"
"5030","Mali","Food supply (kcal/capita/day)","Beans",0,"Veg"
"5034","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","Beans",1,"Veg"
"5035","Burkina Faso","Food supply (kcal/capita/day)","Beans",0,"Veg"
"5038","Eritrea","Food supply (kcal/capita/day)","Beans",0,"Veg"
"5042","China","Food supply (kcal/capita/day)","Beans",1,"Veg"
"5043","SOTRLA","Food supply (kcal/capita/day)","Beans",114.936416686798,"Veg"
"5049","Guatemala","Food supply (kcal/capita/day)","Beans",114,"Veg"
"5074","Poland","Food supply (kcal/capita/day)","Beans",9,"Veg"
"5076","Hungary","Food supply (kcal/capita/day)","Beans",7,"Veg"
"5081","Brazil","Food supply (kcal/capita/day)","Beans",151,"Veg"
"5083","Europe","Food supply (kcal/capita/day)","Beans",6,"Veg"
"5087","Senegal","Food supply (kcal/capita/day)","Beans",0,"Veg"
"5091","Central America","Food supply (kcal/capita/day)","Beans",83,"Veg"
"5096","Spain","Food supply (kcal/capita/day)","Beans",9,"Veg"
"5099","Least Developed Countries","Food supply (kcal/capita/day)","Beans",31,"Veg"
"5101","Congo","Food supply (kcal/capita/day)","Beans",20,"Veg"
"5102","Morocco","Food supply (kcal/capita/day)","Beans",1,"Veg"
"5103","Mozambique","Food supply (kcal/capita/day)","Beans",54,"Veg"
"5106","Sierra Leone","Food supply (kcal/capita/day)","Beans",0,"Veg"
"5117","Austria","Food supply (kcal/capita/day)","Beans",2,"Veg"
"5120","Greece","Food supply (kcal/capita/day)","Beans",25,"Veg"
"5127","Bahamas","Food supply (kcal/capita/day)","Beans",6,"Veg"
"5128","Syrian Arab Republic","Food supply (kcal/capita/day)","Beans",3,"Veg"
"5129","Sao Tome and Principe","Food supply (kcal/capita/day)","Beans",41,"Veg"
"5130","Comoros","Food supply (kcal/capita/day)","Beans",108,"Veg"
"5131","Namibia","Food supply (kcal/capita/day)","Beans",1,"Veg"
"5135","Iceland","Food supply (kcal/capita/day)","Beans",3,"Veg"
"5138","United Arab Emirates","Food supply (kcal/capita/day)","Beans",35,"Veg"
"5143","Republic of Korea","Food supply (kcal/capita/day)","Beans",11,"Veg"
"5147","Eastern Africa","Food supply (kcal/capita/day)","Beans",65,"Veg"
"5153","New Zealand","Food supply (kcal/capita/day)","Beans",13,"Veg"
"5162","Southern Africa","Food supply (kcal/capita/day)","Beans",21,"Veg"
"5167","Japan","Food supply (kcal/capita/day)","Beans",14,"Veg"
"5179","Central Asia","Food supply (kcal/capita/day)","Beans",3,"Veg"
"5187","Democratic People's Republic of Korea","Food supply (kcal/capita/day)","Beans",117,"Veg"
