SeriesName,CountryCode,value
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MDG,46.70000076
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MWI,44.09999847
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MYS,17.20000076
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MDV,19
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MLI,36.20000076
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MLT,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MHL,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MRT,19.5
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MUS,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MEX,12.10000038
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,FSM,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MDA,11.5
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MCO,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MNG,25.60000038
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MNE,7.5
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MAR,14
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MOZ,41
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MMR,33.40000153
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,NAM,27.10000038
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,NPL,39.5
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,NLD,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,NCL,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,NZL,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,NIC,21.89999962
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,NER,52.59999847
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,NGA,35
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MNP,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,NOR,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,OMN,8.5
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,PAK,42
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,PLW,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,PAN,18.89999962
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,PNG,39.59999847
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,PRY,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,PER,25.89999962
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,PHL,32.20000076
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,POL,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,PRT,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,PRI,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,QAT,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,ROM,11.10000038
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,RUS,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,RWA,41.09999847
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,WSM,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SMR,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,STP,32
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SAU,7.800000191
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SEN,13.5
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SRB,7.199999809
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SYC,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SLE,42.29999924
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SGP,3.900000095
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SXM,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SVK,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SVN,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SLB,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SOM,41.29999924
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,ZAF,30.5
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SSD,32.90000153
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,ESP,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,LKA,18.70000076
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,KNA,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,LCA,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MAF,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,VCT,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SDN,36.59999847
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SUR,7.699999809
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SWZ,28.10000038
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SWE,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,CHE,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SYR,26.5
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,TJK,37.20000076
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,TZA,39.20000076
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,THA,15
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,TMP,55.59999847
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,TGO,27.79999924
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,TON,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,TTO,3.5
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,TUN,8
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,TUR,16.60000038
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,TKM,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,TCA,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,TUV,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,UGA,30.10000038
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,UKR,22.79999924
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,ARE,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,GBR,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,USA,3.200000048
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,URY,10.30000019
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,UZB,19.70000076
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,VUT,20
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,VEN,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,VNM,23.20000076
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,VIR,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,WBG,11.19999981
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,YEM,56.90000153
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,ZMB,42.90000153
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,ZWE,28.70000076
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,ARB,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,CSS,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,EAS,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,EAP,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,EMU,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,ECS,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,ECA,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,EUU,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,HPC,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,HIC,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,OEC,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,NOC,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,LCN,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,LAC,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,LDC,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,LMY,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,LIC,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,LMC,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MEA,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MNA,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,MIC,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,NAC,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,INX,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,OED,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,OSS,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,PSS,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SST,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SAS,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SSF,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,SSA,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,UMC,
Malnutrition_prevalence_height_for_age_female_%_of_children_under_5,WLD,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,AFG,60
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ALB,22.79999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,DZA,16.70000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ASM,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ADO,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,AGO,32.40000153
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ATG,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ARG,8.199999809
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ARM,21.70000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ABW,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,AUS,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,AUT,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,AZE,28.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BHS,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BHR,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BGD,40.70000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BRB,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BLR,4.699999809
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BEL,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BLZ,18.60000038
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BEN,47.90000153
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BMU,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BTN,33.59999847
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BOL,28.10000038
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BIH,8.899999619
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BWA,34
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BRA,8.300000191
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BRN,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BGR,5.300000191
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BFA,37.40000153
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,BDI,61.70000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,KHM,42.29999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CMR,35.29999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CAN,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CPV,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CYM,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CAF,47.70000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,TCD,45.29999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CHI,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CHL,2.200000048
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CHN,9.899999619
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,COL,13.69999981
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,COM,46.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ZAR,47.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,COG,33.20000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CRI,4.800000191
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CIV,40.09999847
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,HRV,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CUB,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CUW,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CYP,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CZE,3.099999905
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,DNK,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,DJI,33.79999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,DMA,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,DOM,11.19999981
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ECU,30.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,EGY,33
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SLV,21.29999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GNQ,36
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ERI,45.40000153
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,EST,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ETH,46.09999847
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,FRO,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,FJI,8
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,FIN,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,FRA,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,PYF,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GAB,19.79999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GMB,28.60000038
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GEO,12.30000019
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,DEU,1.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GHA,30.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GRC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GRL,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GRD,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GUM,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GTM,48.70000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GIN,37.70000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GNB,29.29999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GUY,20.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,HTI,23.39999962
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,HND,24.39999962
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,HKG,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,HUN,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ISL,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,IND,47.90000153
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,IDN,40.79999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,IRN,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,IRQ,28.70000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,IRL,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,IMY,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ISR,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ITA,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,JAM,6
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,JPN,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,JOR,7.900000095
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,KAZ,13.19999981
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,KEN,37.29999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,KIR,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,PRK,32.40000153
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,KOR,2.400000095
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,KSV,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,KWT,4.099999905
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,KGZ,18.70000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LAO,48.29999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LVA,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LBN,16
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LSO,43.09999847
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LBR,41.90000153
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LBY,22.20000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LIE,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LTU,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LUX,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MAC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MKD,11
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MDG,51.59999847
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MWI,51.79999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MYS,17.20000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MDV,21.60000038
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MLI,40.70000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MLT,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MHL,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MRT,24.39999962
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MUS,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MEX,15.10000038
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,FSM,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MDA,11
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MCO,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MNG,29.20000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MNE,8.399999619
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MAR,15.80000019
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MOZ,45.29999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MMR,36.70000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,NAM,32
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,NPL,41.29999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,NLD,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,NCL,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,NZL,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,NIC,24
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,NER,56.79999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,NGA,37
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MNP,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,NOR,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,OMN,11.30000019
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,PAK,43.79999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,PLW,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,PAN,19.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,PNG,47.40000153
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,PRY,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,PER,30.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,PHL,34.90000153
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,POL,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,PRT,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,PRI,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,QAT,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ROM,14.39999962
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,RUS,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,RWA,47.40000153
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,WSM,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SMR,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,STP,31.20000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SAU,10.80000019
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SEN,17.29999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SRB,5.900000095
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SYC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SLE,47.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SGP,4.900000095
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SXM,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SVK,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SVN,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SLB,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SOM,42.70000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ZAF,35.20000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SSD,39.29999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ESP,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LKA,19.79999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,KNA,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LCA,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MAF,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,VCT,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SDN,40
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SUR,9.899999619
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SWZ,34.09999847
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SWE,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CHE,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SYR,28.39999962
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,TJK,41.09999847
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,TZA,45.90000153
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,THA,16.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,TMP,59.79999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,TGO,31.60000038
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,TON,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,TTO,7
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,TUN,9.899999619
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,TUR,14.69999981
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,TKM,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,TCA,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,TUV,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,UGA,37.29999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,UKR,22.89999962
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ARE,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,GBR,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,USA,4.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,URY,13.19999981
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,UZB,19.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,VUT,31.20000076
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,VEN,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,VNM,23.39999962
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,VIR,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,WBG,12.30000019
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,YEM,58.5
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ZMB,48.79999924
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ZWE,36
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ARB,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,CSS,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,EAS,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,EAP,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,EMU,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ECS,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,ECA,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,EUU,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,HPC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,HIC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,OEC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,NOC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LCN,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LAC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LDC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LMY,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LIC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,LMC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MEA,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MNA,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,MIC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,NAC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,INX,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,OED,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,OSS,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,PSS,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SST,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SAS,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SSF,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,SSA,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,UMC,
Malnutrition_prevalence_height_for_age_male_%_of_children_under_5,WLD,
Malnutrition_prevalence_weight_for_age_%_of_children_under_5,AFG,32.90000153
