"CC","Country","Year","Survey","Topic","Table","Indicator","By-Variable","Category","Characteristic","Precision","Value"
"ZW","Zimbabwe",1999,"1999 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,159.6
"ZW","Zimbabwe",1999,"1999 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,23.4
"ZW","Zimbabwe",1994,"1994 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,159.4
"ZW","Zimbabwe",1994,"1994 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,23.1
"AL","Albania",2008,"2008-09 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,160.7
"AL","Albania",2008,"2008-09 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.8
"AM","Armenia",2005,"2005 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,158.5
"AM","Armenia",2005,"2005 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,23.7
"AM","Armenia",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,157.4
"AM","Armenia",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,23.8
"AZ","Azerbaijan",2006,"2006 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,158.6
"AZ","Azerbaijan",2006,"2006 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.8
"EG","Egypt",2008,"2008 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,159.6
"EG","Egypt",2008,"2008 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,27.8
"EG","Egypt",2005,"2005 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,158.8
"EG","Egypt",2005,"2005 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,28.5
"EG","Egypt",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,157.3
"EG","Egypt",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,28.2
"EG","Egypt",1995,"1995 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,157.6
"EG","Egypt",1992,"1992 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,157
"EG","Egypt",1992,"1992 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,26.9
"JO","Jordan",2012,"2012 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,158.5
"JO","Jordan",2012,"2012 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,27.7
"JO","Jordan",2009,"2009 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,158.2
"JO","Jordan",2009,"2009 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,28
"JO","Jordan",2002,"2002 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,158
"JO","Jordan",2002,"2002 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,27.6
"JO","Jordan",1997,"1997 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,157.5
"JO","Jordan",1997,"1997 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,27.3
"MB","Moldova",2005,"2005 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,161.3
"MB","Moldova",2005,"2005 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.2
"MA","Morocco",2003,"2003-04 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,158.6
"MA","Morocco",2003,"2003-04 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.9
"MA","Morocco",1992,"1992 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,157
"MA","Morocco",1992,"1992 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.1
"TR","Turkey",1998,"1998 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,156.2
"TR","Turkey",1998,"1998 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,26
"TR","Turkey",1993,"1993 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,155.4
"TR","Turkey",1993,"1993 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.8
"YE","Yemen",1997,"1997 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,152.7
"YE","Yemen",1997,"1997 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,21.2
"KK","Kazakhstan",1999,"1999 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,159.3
"KK","Kazakhstan",1999,"1999 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,22.9
"KK","Kazakhstan",1995,"1995 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,158.9
"KK","Kazakhstan",1995,"1995 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,23.3
"KY","Kyrgyz Republic",2012,"2012 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,159.4
"KY","Kyrgyz Republic",2012,"2012 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24
"KY","Kyrgyz Republic",1997,"1997 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,157.6
"KY","Kyrgyz Republic",1997,"1997 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,22.7
"TJ","Tajikistan",2012,"2012 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,158.4
"TJ","Tajikistan",2012,"2012 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,23.1
"TM","Turkmenistan",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,159.2
"TM","Turkmenistan",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,23
"UZ","Uzbekistan",1996,"1996 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,159.1
"UZ","Uzbekistan",1996,"1996 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,22.5
"BD","Bangladesh",2011,"2011 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,150.9
"BD","Bangladesh",2011,"2011 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,20.8
"BD","Bangladesh",2007,"2007 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,150.5
"BD","Bangladesh",2007,"2007 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,20.2
"BD","Bangladesh",2004,"2004 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,150.4
"BD","Bangladesh",2004,"2004 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,19.7
"BD","Bangladesh",2000,"1999-00 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,150.4
"BD","Bangladesh",2000,"1999-00 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,19.3
"BD","Bangladesh",1997,"1996-97 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,150.2
"BD","Bangladesh",1997,"1996-97 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,18.8
"KH","Cambodia",2010,"2010 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,152.9
"KH","Cambodia",2010,"2010 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,21
"KH","Cambodia",2005,"2005 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,152.7
"KH","Cambodia",2005,"2005 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,20.8
"KH","Cambodia",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,153.1
"KH","Cambodia",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,20.5
"IA","India",2006,"2005-06 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.7
"IA","India",2006,"2005-06 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,19.9
"IA","India",1999,"1998-99 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.2
"IA","India",1999,"1998-99 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,19.6
"MV","Maldives",2009,"2009 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,152
"MV","Maldives",2009,"2009 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.4
"NP","Nepal",2011,"2011 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.1
"NP","Nepal",2011,"2011 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,21
"NP","Nepal",2006,"2006 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,150.7
"NP","Nepal",2006,"2006 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,20.3
"NP","Nepal",2001,"2001 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,150.3
"NP","Nepal",2001,"2001 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,20.1
"NP","Nepal",1996,"1996 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,150.4
"NP","Nepal",1996,"1996 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,19.8
"PK","Pakistan",2012,"2012-13 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,154.5
"PK","Pakistan",2012,"2012-13 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,23.6
"TL","Timor-Leste",2009,"2009-10 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,150.7
"TL","Timor-Leste",2009,"2009-10 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,20.5
"BO","Bolivia",2008,"2008 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.6
"BO","Bolivia",2008,"2008 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.9
"BO","Bolivia",2003,"2003 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.3
"BO","Bolivia",2003,"2003 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.5
"BO","Bolivia",1998,"1998 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.3
"BO","Bolivia",1998,"1998 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.3
"BO","Bolivia",1994,"1994 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151
"BO","Bolivia",1994,"1994 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.3
"BR","Brazil",1996,"1996 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,156.3
"BR","Brazil",1996,"1996 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24
"CO","Colombia",2010,"2010 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,155.9
"CO","Colombia",2010,"2010 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25
"CO","Colombia",2005,"2005 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,155.3
"CO","Colombia",2005,"2005 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.5
"CO","Colombia",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,154.6
"CO","Colombia",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.7
"CO","Colombia",1995,"1995 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,154.5
"CO","Colombia",1995,"1995 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.5
"DR","Dominican Republic",1996,"1996 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,156.7
"DR","Dominican Republic",1996,"1996 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.2
"DR","Dominican Republic",1991,"1991 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,156.5
"DR","Dominican Republic",1991,"1991 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,23.2
"EC","Ecuador",2004,"2004 RHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.2
"EC","Ecuador",2004,"2004 RHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.8
"ES","El Salvador",2002,"2002-03 RHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,152.3
"ES","El Salvador",2002,"2002-03 RHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,26.1
"GU","Guatemala",2002,"2002 RHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,149.2
"GU","Guatemala",2002,"2002 RHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.2
"GU","Guatemala",1999,"1998-99 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,148.2
"GU","Guatemala",1999,"1998-99 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25
"GU","Guatemala",1995,"1995 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,148
"GU","Guatemala",1995,"1995 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.2
"GY","Guyana",2009,"2009 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,156.6
"GY","Guyana",2009,"2009 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.5
"HT","Haiti",2012,"2012 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,159.4
"HT","Haiti",2012,"2012 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,23
"HT","Haiti",2006,"2005-06 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,158.8
"HT","Haiti",2006,"2005-06 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,22.5
"HT","Haiti",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,158.1
"HT","Haiti",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,22.9
"HT","Haiti",1994,"1994-95 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,158.5
"HT","Haiti",1994,"1994-95 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,21.2
"HN","Honduras",2011,"2011-12 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,153
"HN","Honduras",2011,"2011-12 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,26
"HN","Honduras",2005,"2005-06 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,152.3
"HN","Honduras",2005,"2005-06 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.6
"NC","Nicaragua",2001,"2001 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,153.7
"NC","Nicaragua",2001,"2001 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.3
"NC","Nicaragua",1998,"1998 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,153.7
"NC","Nicaragua",1998,"1998 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.7
"PE","Peru",2007,"2007-08 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.2
"PE","Peru",2007,"2007-08 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.8
"PE","Peru",2012,"2012 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.7
"PE","Peru",2012,"2012 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,26.5
"PE","Peru",2011,"2011 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.5
"PE","Peru",2011,"2011 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,26.4
"PE","Peru",2010,"2010 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.4
"PE","Peru",2010,"2010 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.9
"PE","Peru",2009,"2009 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.5
"PE","Peru",2009,"2009 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.9
"PE","Peru",2004,"2004-06 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,151.2
"PE","Peru",2004,"2004-06 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.1
"PE","Peru",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,150.5
"PE","Peru",2000,"2000 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.4
"PE","Peru",1996,"1996 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,150.5
"PE","Peru",1996,"1996 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,25.1
"PE","Peru",1992,"1991-92 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","Height mean","","Total","Total",1,150.3
"PE","Peru",1992,"1991-92 DHS","Anthropometric indicators for women (mean)","Height, Body Mass Index (BMI) and arm circumference","BMI mean","","Total","Total",1,24.8
