GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,AGEGROUP,SEX,Display Value,Numeric,Low,High,order,Comments
NCD_BMI_MEAN,PUBLISHED,1987,WPR,TUV,AGE20-PLUS,MLE,?,,,,11543,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1987,EUR,SMR,AGE20-PLUS,FMLE,?,,,,11567,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1987,WPR,TUV,AGE20-PLUS,FMLE,?,,,,11573,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1988,EUR,ALB,AGE20-PLUS,MLE,25.1 [23.5-26.8],25.1,23.5,26.8,9,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,AGO,AGE20-PLUS,MLE,21.0 [18.1-23.8],21,18.1,23.8,30,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,ARM,AGE20-PLUS,MLE,24.1 [22.5-25.7],24.1,22.5,25.7,52,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,AZE,AGE20-PLUS,MLE,24.7 [23.1-26.3],24.7,23.1,26.3,73,
NCD_BMI_MEAN,PUBLISHED,1988,SEAR,BGD,AGE20-PLUS,MLE,20.2 [19.0-21.4],20.2,19,21.4,93,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,BEL,AGE20-PLUS,MLE,25.4 [24.8-25.9],25.4,24.8,25.9,115,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,CMR,AGE20-PLUS,MLE,22.4 [21.1-23.8],22.4,21.1,23.8,205,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,CAF,AGE20-PLUS,MLE,20.8 [18.0-23.7],20.8,18,23.7,225,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,CHN,AGE20-PLUS,MLE,21.8 [21.5-22.1],21.8,21.5,22.1,247,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,COG,AGE20-PLUS,MLE,21.1 [18.9-23.3],21.1,18.9,23.3,267,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,CRI,AGE20-PLUS,MLE,24.2 [22.7-25.8],24.2,22.7,25.8,288,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,CUB,AGE20-PLUS,MLE,23.3 [22.5-24.2],23.3,22.5,24.2,310,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,DNK,AGE20-PLUS,MLE,24.6 [24.0-25.3],24.6,24,25.3,330,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,DOM,AGE20-PLUS,MLE,23.3 [22.5-24.1],23.3,22.5,24.1,351,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,EGY,AGE20-PLUS,MLE,24.9 [23.6-26.2],24.9,23.6,26.2,373,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,GRC,AGE20-PLUS,MLE,25.0 [24.0-25.9],25,24,25.9,462,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,GIN,AGE20-PLUS,MLE,21.3 [19.0-23.5],21.3,19,23.5,485,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,HTI,AGE20-PLUS,MLE,22.9 [20.7-25.2],22.9,20.7,25.2,505,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,ISL,AGE20-PLUS,MLE,25.4 [24.6-26.2],25.4,24.6,26.2,525,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,IRN,AGE20-PLUS,MLE,23.7 [22.5-25.0],23.7,22.5,25,548,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,ISR,AGE20-PLUS,MLE,25.1 [24.3-25.9],25.1,24.3,25.9,569,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,JPN,AGE20-PLUS,MLE,22.3 [21.9-22.6],22.3,21.9,22.6,589,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,KEN,AGE20-PLUS,MLE,20.6 [19.2-21.9],20.6,19.2,21.9,611,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,KGZ,AGE20-PLUS,MLE,24.5 [23.3-25.6],24.5,23.3,25.6,631,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,LBN,AGE20-PLUS,MLE,24.8 [23.8-25.8],24.8,23.8,25.8,652,
NCD_BMI_MEAN,PUBLISHED,1988,SEAR,MDV,AGE20-PLUS,MLE,21.2 [19.0-23.5],21.2,19,23.5,723,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,MHL,AGE20-PLUS,MLE,26.0 [24.4-27.6],26,24.4,27.6,744,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,MEX,AGE20-PLUS,MLE,25.4 [24.4-26.4],25.4,24.4,26.4,764,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,MNG,AGE20-PLUS,MLE,23.7 [22.3-25.1],23.7,22.3,25.1,786,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,MOZ,AGE20-PLUS,MLE,20.5 [19.0-22.0],20.5,19,22,806,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,NRU,AGE20-PLUS,MLE,30.0 [28.0-31.9],30,28,31.9,827,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,NZL,AGE20-PLUS,MLE,25.8 [25.2-26.4],25.8,25.2,26.4,850,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,NGA,AGE20-PLUS,MLE,21.2 [20.6-21.8],21.2,20.6,21.8,870,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,OMN,AGE20-PLUS,MLE,23.9 [23.2-24.6],23.9,23.2,24.6,890,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,PAN,AGE20-PLUS,MLE,24.2 [22.7-25.7],24.2,22.7,25.7,912,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,VCT,AGE20-PLUS,MLE,23.5 [21.3-25.6],23.5,21.3,25.6,1002,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,SAU,AGE20-PLUS,MLE,25.8 [25.3-26.1],25.8,25.3,26.1,1024,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,SYC,AGE20-PLUS,MLE,23.0 [22.4-23.6],23,22.4,23.6,1045,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,SVK,AGE20-PLUS,MLE,25.8 [23.6-28.0],25.8,23.6,28,1065,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,SOM,AGE20-PLUS,MLE,21.2 [19.0-23.5],21.2,19,23.5,1087,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,ESP,AGE20-PLUS,MLE,25.6 [25.1-26.1],25.6,25.1,26.1,1108,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,SUR,AGE20-PLUS,MLE,23.5 [21.4-25.8],23.5,21.4,25.8,1128,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,CHE,AGE20-PLUS,MLE,25.3 [24.6-26.0],25.3,24.6,26,1150,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,TZA,AGE20-PLUS,MLE,21.4 [20.1-22.7],21.4,20.1,22.7,1171,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,USA,AGE20-PLUS,MLE,26.4 [26.0-26.8],26.4,26,26.8,1261,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,VUT,AGE20-PLUS,MLE,24.3 [23.0-25.5],24.3,23,25.5,1283,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,YEM,AGE20-PLUS,MLE,23.2 [21.0-25.4],23.2,21,25.4,1303,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,AFG,AGE20-PLUS,FMLE,20.7 [17.9-23.7],20.7,17.9,23.7,1324,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,AND,AGE20-PLUS,FMLE,25.7 [23.0-28.5],25.7,23,28.5,1346,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,ARG,AGE20-PLUS,FMLE,24.7 [23.6-25.8],24.7,23.6,25.8,1367,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,AUT,AGE20-PLUS,FMLE,24.2 [22.5-25.8],24.2,22.5,25.8,1388,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,BHR,AGE20-PLUS,FMLE,26.0 [24.7-27.3],26,24.7,27.3,1409,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,BLR,AGE20-PLUS,FMLE,26.2 [23.2-29.1],26.2,23.2,29.1,1429,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,BEN,AGE20-PLUS,FMLE,21.7 [20.4-22.9],21.7,20.4,22.9,1451,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,CPV,AGE20-PLUS,FMLE,21.9 [20.0-23.9],21.9,20,23.9,1542,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,CHL,AGE20-PLUS,FMLE,24.8 [22.8-26.8],24.8,22.8,26.8,1562,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,COM,AGE20-PLUS,FMLE,21.2 [19.9-22.6],21.2,19.9,22.6,1584,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,COK,AGE20-PLUS,FMLE,28.8 [26.6-31.0],28.8,26.6,31,1604,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,HRV,AGE20-PLUS,FMLE,25.1 [23.4-26.8],25.1,23.4,26.8,1625,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,CZE,AGE20-PLUS,FMLE,26.7 [25.9-27.5],26.7,25.9,27.5,1648,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,DMA,AGE20-PLUS,FMLE,25.7 [23.7-27.8],25.7,23.7,27.8,1668,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,ECU,AGE20-PLUS,FMLE,25.4 [23.3-27.5],25.4,23.3,27.5,1689,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,GNQ,AGE20-PLUS,FMLE,20.8 [17.6-23.8],20.8,17.6,23.8,1711,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,GTM,AGE20-PLUS,FMLE,23.9 [22.6-25.2],23.9,22.6,25.2,1800,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,GUY,AGE20-PLUS,FMLE,24.0 [21.0-26.9],24,21,26.9,1823,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,HUN,AGE20-PLUS,FMLE,25.4 [24.6-26.2],25.4,24.6,26.2,1843,
NCD_BMI_MEAN,PUBLISHED,1988,SEAR,IDN,AGE20-PLUS,FMLE,20.9 [19.8-22.1],20.9,19.8,22.1,1863,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,IRL,AGE20-PLUS,FMLE,25.1 [23.8-26.3],25.1,23.8,26.3,1885,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,JAM,AGE20-PLUS,FMLE,25.0 [23.7-26.4],25,23.7,26.4,1906,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,KAZ,AGE20-PLUS,FMLE,25.7 [24.1-27.3],25.7,24.1,27.3,1926,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,KWT,AGE20-PLUS,FMLE,28.6 [27.3-30.0],28.6,27.3,30,1948,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,LVA,AGE20-PLUS,FMLE,25.4 [23.8-27.0],25.4,23.8,27,1968,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,LBR,AGE20-PLUS,FMLE,22.0 [20.0-23.9],22,20,23.9,1989,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,AFG,AGE20-PLUS,MLE,21.3 [19.0-23.6],21.3,19,23.6,2049,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,AND,AGE20-PLUS,MLE,26.0 [23.8-28.1],26,23.8,28.1,2070,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,ARG,AGE20-PLUS,MLE,25.8 [25.0-26.7],25.8,25,26.7,2091,
NCD_BMI_MEAN,PUBLISHED,1988,SEAR,BTN,AGE20-PLUS,MLE,21.7 [19.8-23.5],21.7,19.8,23.5,2182,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,BWA,AGE20-PLUS,MLE,19.9 [18.3-21.7],19.9,18.3,21.7,2202,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,BGR,AGE20-PLUS,MLE,25.6 [24.2-26.9],25.6,24.2,26.9,2224,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,KHM,AGE20-PLUS,MLE,20.1 [18.5-21.7],20.1,18.5,21.7,2245,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,CPV,AGE20-PLUS,MLE,21.3 [19.7-22.8],21.3,19.7,22.8,2266,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,CHL,AGE20-PLUS,MLE,24.9 [23.7-26.1],24.9,23.7,26.1,2287,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,COM,AGE20-PLUS,MLE,21.3 [19.0-23.5],21.3,19,23.5,2308,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,COK,AGE20-PLUS,MLE,28.1 [26.5-29.7],28.1,26.5,29.7,2330,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,HRV,AGE20-PLUS,MLE,25.4 [24.1-26.7],25.4,24.1,26.7,2350,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,ERI,AGE20-PLUS,MLE,20.1 [18.6-21.5],20.1,18.6,21.5,2438,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,DZA,AGE20-PLUS,MLE,22.9 [21.5-24.2],22.9,21.5,24.2,2469,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,ATG,AGE20-PLUS,MLE,24.0 [21.8-26.2],24,21.8,26.2,2490,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,AUS,AGE20-PLUS,MLE,25.6 [25.1-26.0],25.6,25.1,26,2511,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,BHS,AGE20-PLUS,MLE,25.1 [22.9-27.4],25.1,22.9,27.4,2532,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,BRB,AGE20-PLUS,MLE,24.8 [24.1-25.6],24.8,24.1,25.6,2554,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,BLZ,AGE20-PLUS,MLE,24.8 [23.4-26.3],24.8,23.4,26.3,2574,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,BOL,AGE20-PLUS,MLE,23.2 [21.1-25.4],23.2,21.1,25.4,2596,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,BRA,AGE20-PLUS,MLE,23.4 [22.9-23.9],23.4,22.9,23.9,2617,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,BFA,AGE20-PLUS,MLE,20.3 [18.5-22.0],20.3,18.5,22,2638,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,COL,AGE20-PLUS,MLE,22.8 [21.7-24.0],22.8,21.7,24,2706,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,COD,AGE20-PLUS,MLE,20.6 [18.3-23.0],20.6,18.3,23,2728,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,CIV,AGE20-PLUS,MLE,21.5 [19.7-23.2],21.5,19.7,23.2,2749,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,CYP,AGE20-PLUS,MLE,25.7 [24.5-26.8],25.7,24.5,26.8,2772,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,DJI,AGE20-PLUS,MLE,21.9 [19.7-24.2],21.9,19.7,24.2,2792,
NCD_BMI_MEAN,PUBLISHED,1988,SEAR,TLS,AGE20-PLUS,MLE,20.1 [17.8-22.3],20.1,17.8,22.3,2814,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,SLV,AGE20-PLUS,MLE,24.2 [22.4-25.9],24.2,22.4,25.9,2835,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,EST,AGE20-PLUS,MLE,24.7 [23.9-25.5],24.7,23.9,25.5,2856,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,AUT,AGE20-PLUS,MLE,25.1 [23.8-26.5],25.1,23.8,26.5,2929,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,BHR,AGE20-PLUS,MLE,24.8 [23.8-25.8],24.8,23.8,25.8,2951,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,BLR,AGE20-PLUS,MLE,24.9 [22.7-27.2],24.9,22.7,27.2,2971,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,BEN,AGE20-PLUS,MLE,21.1 [19.6-22.7],21.1,19.6,22.7,2991,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,BIH,AGE20-PLUS,MLE,25.3 [23.9-26.6],25.3,23.9,26.6,3014,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,BRN,AGE20-PLUS,MLE,23.5 [21.0-25.9],23.5,21,25.9,3035,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,BDI,AGE20-PLUS,MLE,21.3 [18.7-23.9],21.3,18.7,23.9,3055,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,CAN,AGE20-PLUS,MLE,25.9 [25.6-26.3],25.9,25.6,26.3,3078,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,TCD,AGE20-PLUS,MLE,20.4 [18.6-22.2],20.4,18.6,22.2,3098,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,CZE,AGE20-PLUS,MLE,26.6 [26.0-27.2],26.6,26,27.2,3188,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,DMA,AGE20-PLUS,MLE,22.7 [21.2-24.3],22.7,21.2,24.3,3210,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,ECU,AGE20-PLUS,MLE,24.1 [22.0-26.3],24.1,22,26.3,3230,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,GNQ,AGE20-PLUS,MLE,21.2 [18.3-24.1],21.2,18.3,24.1,3252,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,FIN,AGE20-PLUS,MLE,25.6 [25.1-26.2],25.6,25.1,26.2,3286,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,GEO,AGE20-PLUS,MLE,24.9 [22.6-27.2],24.9,22.6,27.2,3307,
NCD_BMI_MEAN,PUBLISHED,1988,SEAR,IND,AGE20-PLUS,MLE,20.7 [20.1-21.4],20.7,20.1,21.4,3395,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,IRQ,AGE20-PLUS,MLE,25.5 [24.1-26.9],25.5,24.1,26.9,3416,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,ITA,AGE20-PLUS,MLE,25.5 [25.1-25.8],25.5,25.1,25.8,3438,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,JOR,AGE20-PLUS,MLE,25.6 [24.6-26.6],25.6,24.6,26.6,3460,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,KIR,AGE20-PLUS,MLE,26.1 [24.4-27.8],26.1,24.4,27.8,3482,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,LAO,AGE20-PLUS,MLE,19.8 [18.1-21.6],19.8,18.1,21.6,3503,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,LSO,AGE20-PLUS,MLE,20.5 [18.1-22.9],20.5,18.1,22.9,3524,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,LTU,AGE20-PLUS,MLE,26.0 [25.1-26.7],26,25.1,26.7,3546,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,MDG,AGE20-PLUS,MLE,20.8 [19.4-22.2],20.8,19.4,22.2,3566,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,MNE,AGE20-PLUS,MLE,25.6 [23.4-27.8],25.6,23.4,27.8,3654,
NCD_BMI_MEAN,PUBLISHED,1988,SEAR,MMR,AGE20-PLUS,MLE,20.0 [18.4-21.5],20,18.4,21.5,3675,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,MLT,AGE20-PLUS,FMLE,26.0 [24.6-27.4],26,24.6,27.4,3695,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,MUS,AGE20-PLUS,FMLE,24.0 [23.3-24.6],24,23.3,24.6,3716,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,MDA,AGE20-PLUS,FMLE,27.0 [24.9-29.1],27,24.9,29.1,3736,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,MAR,AGE20-PLUS,FMLE,24.2 [23.2-25.3],24.2,23.2,25.3,3758,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,NAM,AGE20-PLUS,FMLE,23.3 [22.1-24.5],23.3,22.1,24.5,3779,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,NLD,AGE20-PLUS,FMLE,24.2 [23.3-25.1],24.2,23.3,25.1,3800,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,NER,AGE20-PLUS,FMLE,20.5 [19.5-21.5],20.5,19.5,21.5,3823,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,NOR,AGE20-PLUS,FMLE,24.3 [23.3-25.3],24.3,23.3,25.3,3843,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,PLW,AGE20-PLUS,FMLE,27.4 [24.4-30.6],27.4,24.4,30.6,3863,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,PRY,AGE20-PLUS,FMLE,24.2 [20.9-27.6],24.2,20.9,27.6,3885,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,STP,AGE20-PLUS,FMLE,22.3 [20.2-24.4],22.3,20.2,24.4,3975,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,SRB,AGE20-PLUS,FMLE,26.0 [24.9-27.1],26,24.9,27.1,3997,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,SGP,AGE20-PLUS,FMLE,23.5 [22.8-24.1],23.5,22.8,24.1,4018,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,SLB,AGE20-PLUS,FMLE,25.2 [22.9-27.5],25.2,22.9,27.5,4038,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,KOR,AGE20-PLUS,FMLE,22.3 [21.5-23.0],22.3,21.5,23,4060,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,SDN,AGE20-PLUS,FMLE,21.2 [18.4-24.0],21.2,18.4,24,4081,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,ETH,AGE20-PLUS,MLE,19.5 [17.9-21.1],19.5,17.9,21.1,4091,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,FRA,AGE20-PLUS,MLE,24.9 [24.2-25.6],24.9,24.2,25.6,4112,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,DEU,AGE20-PLUS,MLE,25.8 [25.5-26.1],25.8,25.5,26.1,4134,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,GRD,AGE20-PLUS,MLE,23.6 [21.5-25.8],23.6,21.5,25.8,4154,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,GNB,AGE20-PLUS,MLE,20.9 [18.7-23.1],20.9,18.7,23.1,4174,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,HND,AGE20-PLUS,MLE,23.5 [21.7-25.3],23.5,21.7,25.3,4197,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,KAZ,AGE20-PLUS,MLE,24.9 [23.5-26.2],24.9,23.5,26.2,4286,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,KWT,AGE20-PLUS,MLE,26.3 [25.5-27.1],26.3,25.5,27.1,4307,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,LVA,AGE20-PLUS,MLE,25.2 [24.1-26.3],25.2,24.1,26.3,4329,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,LBR,AGE20-PLUS,MLE,21.3 [19.1-23.6],21.3,19.1,23.6,4349,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,LUX,AGE20-PLUS,MLE,25.4 [24.1-26.9],25.4,24.1,26.9,4371,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,MWI,AGE20-PLUS,MLE,20.8 [19.3-22.2],20.8,19.3,22.2,4393,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,MLI,AGE20-PLUS,MLE,20.4 [19.2-21.6],20.4,19.2,21.6,4413,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,MRT,AGE20-PLUS,MLE,21.2 [19.5-22.9],21.2,19.5,22.9,4434,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,FSM,AGE20-PLUS,MLE,25.5 [23.9-27.1],25.5,23.9,27.1,4455,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,NER,AGE20-PLUS,MLE,20.6 [19.1-22.1],20.6,19.1,22.1,4545,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,NOR,AGE20-PLUS,MLE,25.1 [24.4-25.8],25.1,24.4,25.8,4568,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,PLW,AGE20-PLUS,MLE,26.5 [24.1-28.9],26.5,24.1,28.9,4588,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,PRY,AGE20-PLUS,MLE,23.9 [21.4-26.4],23.9,21.4,26.4,4608,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,POL,AGE20-PLUS,MLE,25.3 [24.6-25.8],25.3,24.6,25.8,4630,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,ROU,AGE20-PLUS,MLE,24.8 [24.0-25.6],24.8,24,25.6,4651,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,KNA,AGE20-PLUS,MLE,25.8 [24.1-27.4],25.8,24.1,27.4,4672,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,WSM,AGE20-PLUS,MLE,27.2 [26.3-28.0],27.2,26.3,28,4694,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,SEN,AGE20-PLUS,MLE,20.6 [19.3-22.0],20.6,19.3,22,4714,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,SLE,AGE20-PLUS,MLE,21.7 [20.0-23.2],21.7,20,23.2,4735,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,SWE,AGE20-PLUS,MLE,25.0 [24.6-25.5],25,24.6,25.5,4825,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,TJK,AGE20-PLUS,MLE,24.2 [21.8-26.5],24.2,21.8,26.5,4845,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,GMB,AGE20-PLUS,MLE,20.2 [19.3-21.0],20.2,19.3,21,4868,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,TTO,AGE20-PLUS,MLE,25.1 [23.8-26.3],25.1,23.8,26.3,4888,
NCD_BMI_MEAN,PUBLISHED,1988,SEAR,NPL,AGE20-PLUS,MLE,20.6 [19.0-22.3],20.6,19,22.3,4923,
NCD_BMI_MEAN,PUBLISHED,1988,AMR,NIC,AGE20-PLUS,MLE,24.4 [22.6-26.2],24.4,22.6,26.2,4945,
NCD_BMI_MEAN,PUBLISHED,1988,SEAR,PRK,AGE20-PLUS,MLE,22.2 [19.9-24.5],22.2,19.9,24.5,4965,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,PAK,AGE20-PLUS,MLE,21.6 [20.8-22.4],21.6,20.8,22.4,4988,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,PNG,AGE20-PLUS,MLE,22.8 [21.4-24.1],22.8,21.4,24.1,5009,
NCD_BMI_MEAN,PUBLISHED,1988,WPR,PHL,AGE20-PLUS,MLE,21.6 [20.9-22.4],21.6,20.9,22.4,5031,
NCD_BMI_MEAN,PUBLISHED,1988,EMR,QAT,AGE20-PLUS,MLE,25.6 [24.2-27.0],25.6,24.2,27,5053,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,RWA,AGE20-PLUS,MLE,21.9 [19.2-24.6],21.9,19.2,24.6,5074,
NCD_BMI_MEAN,PUBLISHED,1988,EUR,SVN,AGE20-PLUS,MLE,25.9 [23.7-28.2],25.9,23.7,28.2,5162,
NCD_BMI_MEAN,PUBLISHED,1988,AFR,ZAF,AGE20-PLUS,MLE,23.4 [22.4-24.4],23.4,22.4,24.4,5182,
