Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Unit,Value,Flag,FlagD
RL,Land,5200,Americas,5110,Area,6610,Agricultural area,2011,1000 Ha,1216850.34,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5203,Northern America,5110,Area,6610,Agricultural area,2011,1000 Ha,469763.34,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5204,Central America,5110,Area,6610,Agricultural area,2011,1000 Ha,125285.9,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5206,Caribbean,5110,Area,6610,Agricultural area,2011,1000 Ha,11620.5,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5207,South America,5110,Area,6610,Agricultural area,2011,1000 Ha,610180.6,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5300,Asia,5110,Area,6610,Agricultural area,2011,1000 Ha,1632687.33,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5301,Central Asia,5110,Area,6610,Agricultural area,2011,1000 Ha,285041.5,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5302,Eastern Asia,5110,Area,6610,Agricultural area,2011,1000 Ha,637820.5,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5303,Southern Asia,5110,Area,6610,Agricultural area,2011,1000 Ha,310106.6,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5304,South-Eastern Asia,5110,Area,6610,Agricultural area,2011,1000 Ha,129257.23,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5305,Western Asia,5110,Area,6610,Agricultural area,2011,1000 Ha,270461.5,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5400,Europe,5110,Area,6610,Agricultural area,2011,1000 Ha,469004.67,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5401,Eastern Europe,5110,Area,6610,Agricultural area,2011,1000 Ha,312612.7,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5402,Northern Europe,5110,Area,6610,Agricultural area,2011,1000 Ha,38256.27,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5403,Southern Europe,5110,Area,6610,Agricultural area,2011,1000 Ha,64531.93,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5404,Western Europe,5110,Area,6610,Agricultural area,2011,1000 Ha,53603.77,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5500,Oceania,5110,Area,6610,Agricultural area,2011,1000 Ha,423371.1,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5501,Australia & New Zealand,5110,Area,6610,Agricultural area,2011,1000 Ha,421044.6,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5502,Melanesia,5110,Area,6610,Agricultural area,2011,1000 Ha,2099.3,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5503,Micronesia,5110,Area,6610,Agricultural area,2011,1000 Ha,95.4,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5504,Polynesia,5110,Area,6610,Agricultural area,2011,1000 Ha,131.8,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5706,European Union,5110,Area,6610,Agricultural area,2011,1000 Ha,187329.8,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5801,Least Developed Countries,5110,Area,6610,Agricultural area,2011,1000 Ha,822362.49,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5802,Land Locked Developing Countries,5110,Area,6610,Agricultural area,2011,1000 Ha,794404.6,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5803,Small Island Developing States,5110,Area,6610,Agricultural area,2011,1000 Ha,18170.23,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5815,Low Income Food Deficit Countries,5110,Area,6610,Agricultural area,2011,1000 Ha,1351821.09,A,"Aggregate, may include official, semi-official or estimated data"
RL,Land,5817,Net Food Importing Developing Countries,5110,Area,6610,Agricultural area,2011,1000 Ha,1189707.49,A,"Aggregate, may include official, semi-official or estimated data"
,,,,,,,,,,,,
FAOSTAT Date: Thu Sep 04 18:31:34 CEST 2014,,,,,,,,,,,,
