Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Unit,Value,Flag,FlagD
RF,Fertilizers,235,Uzbekistan,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,693414,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
RF,Fertilizers,236,Venezuela (Bolivarian Republic of),5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,285000,Fm,Manual Estimation
RF,Fertilizers,237,Viet Nam,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,965756,Fb,Data obtained as a balance
RF,Fertilizers,238,Ethiopia,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,155201,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
RF,Fertilizers,244,Samoa,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,4,Fb,Data obtained as a balance
RF,Fertilizers,249,Yemen,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,13800,Fb,Data obtained as a balance
RF,Fertilizers,250,Democratic Republic of the Congo,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,5233,Fb,Data obtained as a balance
RF,Fertilizers,251,Zambia,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,116486,Fb,Data obtained as a balance
RF,Fertilizers,255,Belgium,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,190876,E,Expert sources from FAO (including other divisions)
RF,Fertilizers,256,Luxembourg,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,14867,Qm,Official data from questionnaires and/or national sources and/or COMTRADE (reporters)
RF,Fertilizers,272,Serbia,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,242884,Fb,Data obtained as a balance
RF,Fertilizers,273,Montenegro,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,1166,Fb,Data obtained as a balance
RF,Fertilizers,276,Sudan,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,87550,Fb,Data obtained as a balance
RF,Fertilizers,277,South Sudan,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,0,NV,Not available
RF,Fertilizers,351,China,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,38290786,Fb,Data obtained as a balance
RF,Fertilizers,5000,World,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,113365554,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5100,Africa,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,3268535,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5101,Eastern Africa,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,648286,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5102,Middle Africa,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,66015,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5103,Northern Africa,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,1777675,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5104,Southern Africa,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,432291,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5105,Western Africa,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,344268,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5200,Americas,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,23681167,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5203,Northern America,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,14220920,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5204,Central America,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,1969701,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5206,Caribbean,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,119279,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5207,South America,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,7371267,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5300,Asia,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,71362377,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5301,Central Asia,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,793727,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5302,Eastern Asia,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,38964581,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5303,Southern Asia,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,22358208,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5304,South-Eastern Asia,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,6887746,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5305,Western Asia,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,2358115,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5400,Europe,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,13646976,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5401,Eastern Europe,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,5213529,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5402,Northern Europe,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,2099911,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5403,Southern Europe,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,2197566,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5404,Western Europe,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,4135970,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5500,Oceania,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,1406499,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5501,Australia & New Zealand,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,1389177,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5502,Melanesia,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,16348,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5503,Micronesia,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,0,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5504,Polynesia,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,974,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5706,European Union,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,10324998,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5801,Least Developed Countries,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,2321352,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5802,Land Locked Developing Countries,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,1689324,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5803,Small Island Developing States,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,166758,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5815,Low Income Food Deficit Countries,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,25934480,A,"Aggregate, may include official, semi-official or estimated data"
RF,Fertilizers,5817,Net Food Importing Developing Countries,5155,Consumption in nutrients,3102,Nitrogen Fertilizers (N total nutrients),2011,tonnes of nutrients,8336222,A,"Aggregate, may include official, semi-official or estimated data"
,,,,,,,,,,,,
FAOSTAT Date: Thu Sep 04 18:39:05 CEST 2014,,,,,,,,,,,,
