,pair,Study.x,Location.x,Year.x,Crop.x,Cultivar.x,WateringRegime.x,Pptn.x,Irrign.x,TotH2O.x,CO2treatment.x,NapplicnQ.x,Napplicn.x,Phos_App.x,Temperature_treatment.x,TOS.x,CO2_indicator.x,Pair_Count.x,Pair.CO2_ID.x,X24hCO2.x,Yield.x,Zn.x,Fe.x,Ph.x,N.x,P.x,K.x,S.x,B.x,Ca.x,Mg.x,Mn.x,Cu.x,Znu.x,Feu.x,Phu.x,Nu.x,Pu.x,Ku.x,Su.x,Bu.x,Cau.x,Mgu.x,Mnu.x,Cuu.x,Study,Location,Year,Crop,Cultivar,WateringRegime,Pptn,Irrign,TotH2O,CO2treatment,NapplicnQ,Napplicn,Phos_App,Temperature_treatment,TOS,CO2_indicator,Pair_Count,Pair.CO2_ID,X24hCO2,Yield,Zn,Fe,Ph,N,P,K,S,B,Ca,Mg,Mn,Cu,Znu,Feu,Phu,Nu,Pu,Ku,Su,Bu,Cau,Mgu,Mnu,Cuu,RRYield,RRZn,RRFe,RRPh,RRN,RRP,RRK,RRS,RRB,RRCa,RRMg,RRMn,RRCu,RRZnu,RRFeu,RRPhu,RRNu,RRPu,RRKu,RRSu,RRBu,RRCau,RRMgu,RRMnu,RRCuu
32,127,RiceFACE,Tsukubamirai_Japan,2010,Rice,Takanari,Wet,,,,aCO2,Medium,80,,NormalTemperature,,0,127,1270,,697,22.575,9.95,,1.2675,0.372,0.3225,1075,2.35,0.0125,0.13775,35.125,2.475,15734.775,6935.15,,883.4475,259.284,224.7825,749275,1637.95,8.7125,96.01175,24482.125,1725.075,RiceFACE,Tsukubamirai_Japan,2010,Rice,Takanari,Wet,,,,eCO2,Medium,80,,NormalTemperature,,1,127,1271,,845,20.525,9.825,,1.2125,0.3595,0.315,987.5,2.3,0.0125,0.133,29.55,2.175,17343.625,8302.125,,1024.5625,303.7775,266.175,834437.5,1943.5,10.5625,112.385,24969.75,1837.875,1.212338594,0.909191584,0.987437186,,0.956607495,0.966397849,0.976744186,0.918604651,0.978723404,1,0.965517241,0.841281139,0.878787879,1.102248046,1.19710821,,1.159732186,1.17160141,1.184144673,1.113659871,1.186544156,1.212338594,1.170533815,1.019917593,1.065388461
33,128,RiceFACE,Tsukubamirai_Japan,2010,Rice,Takanari,Wet,,,,aCO2,High,160,,NormalTemperature,,0,128,1280,,,19.8,10.175,,1.3925,0.34675,0.2975,1137.5,1.775,0.012,0.1275,30.225,2.7,,,,,,,,,,,,,RiceFACE,Tsukubamirai_Japan,2010,Rice,Takanari,Wet,,,,eCO2,High,160,,NormalTemperature,,1,128,1281,,,19.15,10.2,,1.2675,0.3665,0.32,1025,1.975,0.01225,0.13625,28.2,2.4,,,,,,,,,,,,,,0.967171717,1.002457002,,0.910233393,1.056957462,1.075630252,0.901098901,1.112676056,1.020833333,1.068627451,0.933002481,0.888888889,,,,,,,,,,,,
34,13,AGFACE_Australia_Wheat,Walpeup_Australia,2008,wheat,Yitpi,Wet,98,12,110,aCO2,Low,0,0,,TOS1,0,13,130,No,229.135,27.14,27.675,1.8873,11.518346,,,,,,,,,6218.7239,6341.311125,432.4464855,2639.256211,,,,,,,,,AGFACE_Australia_Wheat,Walpeup_Australia,2008,wheat,Yitpi,Wet,98,12,110,eCO2,Low,0,0,,TOS1,1,13,131,No,377.62,21.18,25.7625,1.530791667,10.3500905,,,,,,,,,7997.9916,9728.43525,578.0575493,3908.401175,,,,,,,,,1.648024091,0.780397937,0.930894309,0.811101397,0.89857437,,,,,,,,,1.2861146,1.534136247,1.336714643,1.480872209,,,,,,,,
35,14,AGFACE_Australia_Wheat,Walpeup_Australia,2008,wheat,Yitpi,Wet,114,44,158,aCO2,Low,0,0,,TOS2,0,14,140,No,179.045,35.155,42.3925,2.813491667,15.99826667,,,,,,,,,6294.326975,7590.165163,503.7416155,2864.409656,,,,,,,,,AGFACE_Australia_Wheat,Walpeup_Australia,2008,wheat,Yitpi,Wet,114,44,158,eCO2,Low,0,0,,TOS2,1,14,141,No,278.3,27.195,37.33,2.525883333,14.03925667,,,,,,,,,7568.3685,10388.939,702.9533316,3907.125131,,,,,,,,,1.554357843,0.773574172,0.880580291,0.897775303,0.877548609,,,,,,,,,1.202411081,1.368736882,1.395464083,1.364024564,,,,,,,,
36,148,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,Bohatyr,Dry,265,0,265,aCO2,Low,0,,,25/05/2006,0,148,1480,No,,23.875,39.625,,3.3575,0.3015,0.93,1700,7.15,0.06675,0.11425,8.875,5.6,,,,,,,,,,,,,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,Bohatyr,Dry,265,0,265,eCO2,Low,0,,,25/05/2006,1,148,1481,No,,21.925,38.975,,3.3225,0.2975,0.96,1650,7.05,0.07425,0.11475,8.375,5.35,,,,,,,,,,,,,,0.918324607,0.983596215,,0.989575577,0.986733002,1.032258065,0.970588235,0.986013986,1.112359551,1.004376368,0.943661972,0.955357143,,,,,,,,,,,,
37,149,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,Bohatyr,Wet,265,80,345,aCO2,Low,0,,,25/05/2006,0,149,1490,No,,24,39.975,,3.4075,0.3215,0.945,1647.5,7.025,0.06475,0.11475,9.175,5.7,,,,,,,,,,,,,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,Bohatyr,Wet,265,80,345,eCO2,Low,0,,,25/05/2006,1,149,1491,No,,21.8,38.725,,3.2325,0.31125,1.0025,1655,7,0.06575,0.11125,8.9,5.525,,,,,,,,,,,,,,0.908333333,0.968730457,,0.9486427,0.968118196,1.060846561,1.004552352,0.996441281,1.015444015,0.969498911,0.970027248,0.969298246,,,,,,,,,,,,
38,15,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Janz,Dry,97,10,107,aCO2,Low,0,0,,TOS1,0,15,150,No,259.4605263,26.0125,46.225,2.472833333,16.742978,,,,,,,,,6749.21694,11993.56283,641.602638,4344.141884,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Janz,Dry,97,10,107,eCO2,Low,0,0,,TOS1,1,15,151,No,301.7993421,28.745,47.755,2.463641667,15.797523,,,,,,,,,8675.222089,14412.42758,743.5254343,4767.682048,,,,,,,,,1.163180182,1.105045651,1.033098972,0.996282942,0.943531252,,,,,,,,,1.285367201,1.20168025,1.158856573,1.097496853,,,,,,,,
39,150,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,Kaspa,Dry,265,0,265,aCO2,Low,0,,,25/05/2006,0,150,1500,No,478.466963,26.4,47.65,,3.2925,0.3325,0.97,1845,7.25,0.07475,0.109,8.45,6.125,12631.52782,22798.95079,,1575.352476,159.0902652,464.1129541,882771.5467,3468.885482,35.76540548,52.15289897,4043.045837,2930.610148,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,Kaspa,Dry,265,0,265,eCO2,Low,0,,,25/05/2006,1,150,1501,No,709.8114074,24.975,42.35,,3.3075,0.31725,0.99,1787.5,7.7,0.076,0.111,8.225,6.275,17727.5399,30060.5131,,2347.70123,225.187669,702.7132933,1268787.891,5465.547837,53.94566696,78.78906622,5838.198826,4454.066581,1.483511846,0.946022727,0.888772298,,1.004555809,0.954135338,1.020618557,0.968834688,1.062068966,1.016722408,1.018348624,0.973372781,1.024489796,1.403435922,1.318504232,,1.490270442,1.415471077,1.514099719,1.437277737,1.575591891,1.508319736,1.510732247,1.444010051,1.519842748
40,151,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,Kaspa,Wet,265,80,345,aCO2,Low,0,,,25/05/2006,0,151,1510,No,609.8337037,27.05,41.95,,3.34,0.3315,0.9775,1832.5,7.275,0.0785,0.1125,9.025,6.3,16496.00169,25582.52387,,2036.84457,202.1598728,596.1124454,1117520.262,4436.540194,47.87194574,68.60629167,5503.749176,3841.952333,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,Kaspa,Wet,265,80,345,eCO2,Low,0,,,25/05/2006,1,151,1511,No,573.87,26.3,43.75,,3.4225,0.34475,1.0125,1835,7.125,0.077,0.11575,8.95,6.225,15092.781,25106.8125,,1964.070075,197.8416825,581.043375,1053051.45,4088.82375,44.18799,66.4254525,5136.1365,3572.34075,0.941027032,0.972273567,1.042908224,,1.024700599,1.039969834,1.035805627,1.001364256,0.979381443,0.98089172,1.028888889,0.991689751,0.988095238,0.914935709,0.98140483,,0.964270963,0.978639726,0.974721094,0.942310834,0.921624412,0.923045623,0.968212257,0.933206862,0.929824329
41,152,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,OZP0601,Dry,265,0,265,aCO2,Low,0,,,25/05/2006,0,152,1520,No,500.4803704,23.15,39.05,,3.1525,0.3075,1.0025,1715,7.475,0.0645,0.1025,8.075,5.85,11586.12057,19543.75846,,1577.764368,153.8977139,501.7315713,858323.8352,3741.090769,32.28098389,51.29923797,4041.378991,2927.810167,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,OZP0601,Dry,265,0,265,eCO2,Low,0,,,25/05/2006,1,152,1521,No,629.6468148,23.3,37.175,,3.1325,0.3025,1.0325,1707.5,7.2,0.06275,0.10325,8.175,6.1,14670.77078,23407.12034,,1972.368647,190.4681615,650.1103363,1075121.936,4533.457067,39.51033763,65.01103363,5147.362711,3840.84557,1.258084936,1.006479482,0.951984635,,0.993655829,0.983739837,1.029925187,0.995626822,0.963210702,0.972868217,1.007317073,1.012383901,1.042735043,1.266236674,1.197677529,,1.25010343,1.23762827,1.295733363,1.252583107,1.211800875,1.223950849,1.267290436,1.273664935,1.31184925
42,153,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,OZP0601,Wet,265,80,345,aCO2,Low,0,,,25/05/2006,0,153,1530,No,432.3756296,25.6,40.275,,3.2375,0.32125,1.0325,1730,7.15,0.06675,0.10575,9.075,6.45,11068.81612,17413.92848,,1399.816101,138.900671,446.4278376,748009.8392,3091.485752,28.86107328,45.72372283,3923.808839,2788.822811,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,OZP0601,Wet,265,80,345,eCO2,Low,0,,,25/05/2006,1,153,1531,No,611.5152593,22.325,37.825,,3.25,0.32875,1.05,1692.5,6.925,0.06675,0.10875,9.2,6.025,13652.07816,23130.56468,,1987.424593,201.0356415,642.0910223,1034989.576,4234.743171,40.81864356,66.50228445,5625.940386,3684.379437,1.414314817,0.872070313,0.939168218,,1.003861004,1.023346304,1.016949153,0.978323699,0.968531469,1,1.028368794,1.013774105,0.934108527,1.233381964,1.328279527,,1.419775492,1.44733384,1.438286254,1.383657704,1.369808406,1.414314817,1.454437223,1.433795737,1.32112353
43,154,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,OZP0902,Dry,265,0,265,aCO2,Low,0,,,25/05/2006,0,154,1540,No,347.0723704,29.85,45.4,,3.8325,0.392,1.26,2035,7.1,0.03975,0.10775,11.025,5.325,10360.11026,15757.08562,,1330.15486,136.0523692,437.3111867,706292.2738,2464.21383,13.79612672,37.39704791,3826.472884,1848.160372,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,OZP0902,Dry,265,0,265,eCO2,Low,0,,,25/05/2006,1,154,1541,No,484.4655556,28.65,42.2,,3.5475,0.35725,1.2425,1957.5,6.925,0.04075,0.10575,10.35,5.275,13879.93817,20444.44645,,1718.641558,173.0753197,601.9484528,948341.3251,3354.923973,19.74197139,51.2322325,5014.2185,2555.555806,1.395863217,0.959798995,0.929515419,,0.925636008,0.911352041,0.986111111,0.961916462,0.975352113,1.025157233,0.981438515,0.93877551,0.990610329,1.339748113,1.297476383,,1.292061256,1.272122792,1.376476228,1.342703807,1.361458138,1.430979273,1.369953923,1.310402204,1.38275652
44,155,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,OZP0902,Wet,265,80,345,aCO2,Low,0,,,25/05/2006,0,155,1550,No,316.4562222,30.2,44.1,,3.8025,0.42675,1.2625,2072.5,7.2,0.0415,0.108,10.95,5.875,9556.97791,13955.7194,,1203.324785,135.0476928,399.5259805,655855.5205,2278.4848,13.13293322,34.177272,3465.195633,1859.180305,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,OZP0902,Wet,265,80,345,eCO2,Low,0,,,25/05/2006,1,155,1551,No,458.0933333,27.4,44.4,,3.583333333,0.377333333,1.24,1930,6.733333333,0.042666667,0.109,10.36666667,5.466666667,12551.75733,20339.344,,1641.501111,172.8538843,568.0357333,884120.1333,3084.495111,19.54531571,49.93217333,4748.90089,2504.243556,1.447572527,0.907284768,1.006802721,,0.942362481,0.884202303,0.982178218,0.931242461,0.935185185,1.028112458,1.009259259,0.94672755,0.930496454,1.313360505,1.457419959,,1.364138038,1.279946963,1.421774205,1.348041002,1.353748382,1.488267349,1.460975976,1.370456792,1.346961103
45,156,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,Sturt,Dry,265,0,265,aCO2,Low,0,,,25/05/2006,0,156,1560,No,587.4268889,23.225,41.325,,3.2625,0.30125,0.91,1812.5,6.825,0.08975,0.11425,8.925,5.55,13642.98949,24275.41618,,1916.480225,176.9623503,534.5584689,1064711.236,4009.188517,52.72156328,67.11352206,5242.784983,3260.219233,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,Sturt,Dry,265,0,265,eCO2,Low,0,,,25/05/2006,1,156,1561,No,623.0946667,22.675,38.875,,3.225,0.2955,0.96,1812.5,6.625,0.08275,0.113,8.9,5.35,14128.67157,24222.80517,,2009.4803,184.124474,598.17088,1129359.083,4128.002167,51.56108367,70.40969734,5545.542534,3333.556467,1.060718667,0.976318622,0.940713854,,0.988505747,0.980912863,1.054945055,1,0.970695971,0.922005571,0.989059081,0.99719888,0.963963964,1.035599388,0.997832745,,1.048526499,1.040472585,1.118999913,1.060718667,1.029635336,0.97798852,1.04911343,1.057747467,1.022494571
46,157,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,Sturt,Wet,265,80,345,aCO2,Low,0,,,25/05/2006,0,157,1570,No,728.594,24.7,40.875,,3.3325,0.3305,0.96,1872.5,6.65,0.087,0.11475,9.85,6.075,17996.2718,29781.27975,,2428.039505,240.800317,699.45024,1364292.265,4845.1501,63.387678,83.6061615,7176.6509,4426.20855,AGFACE_FieldPeas,Horsham_Australia,2010,Fieldpeas,Sturt,Wet,265,80,345,eCO2,Low,0,,,25/05/2006,1,157,1571,No,943.2656296,21.225,38.85,,3.2475,0.30075,0.9625,1825,6.475,0.0775,0.11125,9.5,5.675,20020.81299,36645.86971,,3063.255132,283.6871381,907.8931685,1721459.774,6107.644952,73.10308629,104.9383013,8961.023481,5353.032448,1.294638207,0.859311741,0.950458716,,0.974493623,0.909984871,1.002604167,0.974632844,0.973684211,0.890804598,0.969498911,0.964467005,0.934156379,1.112497811,1.230500167,,1.261616677,1.178101182,1.29800966,1.261796917,1.26056878,1.153269667,1.255150331,1.248635834,1.209394539
47,16,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Dry,97,10,107,aCO2,Low,0,0,,TOS1,0,16,160,No,370.4317827,25.325,44.5175,1.860208333,14.780563,,,,,,,,,9381.184897,16490.69689,689.080289,5475.190301,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Dry,97,10,107,eCO2,Low,0,0,,TOS1,1,16,161,No,454.9403809,22.9475,43.2375,2.228658333,14.337459,,,,,,,,,10439.74439,19670.48472,1013.906671,6522.689059,,,,,,,,,1.228135387,0.906120434,0.971247262,1.198069213,0.970021169,,,,,,,,,1.112838571,1.192823133,1.471391197,1.191317324,,,,,,,,
48,17,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Janz,Dry,50,25,75,aCO2,Low,0,0,,TOS2,0,17,170,No,128.0197368,31.6825,38.675,2.310341667,15.92487,,,,,,,,,4055.985311,4951.163321,295.7693321,2038.697666,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Janz,Dry,50,25,75,eCO2,Low,0,0,,TOS2,1,17,171,No,158.0065789,29.465,36.78,2.579066667,15.35298133,,,,,,,,,4655.663847,5811.481972,407.5095008,2425.872056,,,,,,,,,1.234236086,0.93000868,0.951001939,1.116313965,0.96408833,,,,,,,,,1.147850273,1.173760911,1.377794979,1.189912608,,,,,,,,
49,18,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Dry,50,25,75,aCO2,Low,0,0,,TOS2,0,18,180,No,190.6644737,28.64,37.52,1.7586,14.98736,,,,,,,,,5460.630527,7153.731053,335.3025434,2857.557107,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Dry,50,25,75,eCO2,Low,0,0,,TOS2,1,18,181,No,169.3947368,29.63,38.295,1.695591667,15.081565,,,,,,,,,5019.166051,6486.971446,287.2243042,2554.737734,,,,,,,,,0.888444153,1.034567039,1.02065565,0.964171311,1.00628563,,,,,,,,,0.919155037,0.906795545,0.856612363,0.894028584,,,,,,,,
50,19,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Dry,97,10,107,aCO2,Medium,50,0,,TOS1,0,19,190,No,312.0814854,29.27,44.8,2.16945,15.607751,,,,,,,,,9134.625078,13981.25055,677.0451785,4870.890116,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Dry,97,10,107,eCO2,Medium,50,0,,TOS1,1,19,191,No,457.6170001,25.135,44.5075,1.938308333,14.861602,,,,,,,,,11502.2033,20367.38863,887.0028446,6800.921724,,,,,,,,,1.466338189,0.858729074,0.993470982,0.893456099,0.952193689,,,,,,,,,1.259187235,1.456764441,1.310108797,1.396237969,,,,,,,,
51,2,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Yitpi,Dry,133,48,181,aCO2,Low,0,0,,TOS1,0,2,20,No,253.4562212,31.6275,34.49,1.851525,13.95709,,,,,,,,,8016.186636,8741.705069,469.28053,3537.51129,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Yitpi,Dry,133,48,181,eCO2,Low,0,0,,TOS1,1,2,21,No,308.1797235,31.2425,31.35,1.749791667,13.296465,,,,,,,,,9628.305011,9661.434332,539.2503121,4097.700907,,,,,,,,,1.215909091,0.987827049,0.908959119,0.945054302,0.952667426,,,,,,,,,1.201107889,1.105211656,1.149100118,1.158356983,,,,,,,,
52,20,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Dry,50,25,75,aCO2,Medium,50,0,,TOS2,0,20,200,No,154.7006579,30.855,36.32,2.118641667,15.19166,,,,,,,,,4773.2888,5618.727895,327.7552597,2350.159797,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Dry,50,25,75,eCO2,Medium,50,0,,TOS2,1,20,201,No,115.5953947,32.2975,38.51,2.215608333,16.47194,,,,,,,,,3733.44226,4451.57865,256.1141198,1904.080406,,,,,,,,,0.7472198,1.046750932,1.060297357,1.045768318,1.084275188,,,,,,,,,0.782153022,0.792275179,0.781418794,0.810191889,,,,,,,,
53,21,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Janz,Wet,97,40,137,aCO2,Low,0,0,,TOS1,0,21,210,No,262.5855263,31.215,42.91,2.871975,17.130467,,,,,,,,,8196.607203,11267.54493,754.1390669,4498.212693,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Janz,Wet,97,40,137,eCO2,Low,0,0,,TOS1,1,21,211,No,467.8289474,21.4075,38.9875,2.447216667,15.178721,,,,,,,,,10015.04819,18239.48109,1144.878797,7101.045068,,,,,,,,,1.781625035,0.685808105,0.908587742,0.852102357,0.886065803,,,,,,,,,1.221852889,1.618762667,1.518126891,1.578637017,,,,,,,,
54,22,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Wet,97,40,137,aCO2,Low,0,0,,TOS1,0,22,220,No,402.9494955,28.9375,41.825,2.652291667,16.308273,,,,,,,,,11660.35103,16853.36265,1068.739589,6571.410378,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Wet,97,40,137,eCO2,Low,0,0,,TOS1,1,22,221,No,556.3856384,23.5375,38.535,1.9821,13.914558,,,,,,,,,13095.92696,21440.32058,1102.811974,7741.860236,,,,,,,,,1.380782566,0.813390929,0.921338912,0.747316,0.853220816,,,,,,,,,1.123116014,1.272168707,1.031880904,1.178112428,,,,,,,,
55,23,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Janz,Wet,50,80,130,aCO2,Low,0,0,,TOS2,0,23,230,No,149.7828947,37.5925,38.7925,2.959483333,17.271434,,,,,,,,,5630.713469,5810.452943,443.2799804,2586.96538,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Janz,Wet,50,80,130,eCO2,Low,0,0,,TOS2,1,23,231,No,123.7598684,35.8875,40.545,2.788883333,16.73299,,,,,,,,,4441.432277,5017.843864,345.1518343,2070.87264,,,,,,,,,0.826261695,0.954645208,1.045176258,0.942354803,0.968824592,,,,,,,,,0.788786768,0.863589106,0.778631676,0.800502649,,,,,,,,
56,24,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Wet,50,80,130,aCO2,Low,0,0,,TOS2,0,24,240,No,194.6743421,29.745,35.725,2.174308333,15.455888,,,,,,,,,5790.588306,6954.740872,423.2820442,3008.864828,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Wet,50,80,130,eCO2,Low,0,0,,TOS2,1,24,241,No,203.5559211,32.67,36.21,2.572,15.792529,,,,,,,,,6650.171942,7370.759903,523.5458291,3214.662787,,,,,,,,,1.045622751,1.098335855,1.013575927,1.182904909,1.021780761,,,,,,,,,1.148444958,1.059818049,1.236872285,1.06839721,,,,,,,,
57,25,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Wet,97,40,137,aCO2,Medium,50,0,,TOS1,0,25,250,No,341.4830476,31.095,43.12,2.605883333,16.733217,,,,,,,,,10618.41537,14724.74901,889.8649822,5714.109937,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Wet,97,40,137,eCO2,Medium,50,0,,TOS1,1,25,251,No,458.7168976,25.115,40.8325,2.37125,14.778747,,,,,,,,,11520.67488,18730.55772,1087.732443,6779.260974,,,,,,,,,1.343307965,0.807686123,0.946950371,0.909960154,0.883198192,,,,,,,,,1.084971202,1.272045975,1.222356723,1.186407166,,,,,,,,
58,26,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Wet,50,80,130,aCO2,Medium,50,0,,TOS2,0,26,260,No,200.5065789,33.75,35.325,2.30345,16.131213,,,,,,,,,6767.097038,7082.8949,461.8568792,3234.414332,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2008,wheat,Yitpi,Wet,50,80,130,eCO2,Medium,50,0,,TOS2,1,26,261,No,232.8651316,30.4275,36.5975,2.157666667,15.177359,,,,,,,,,7085.503792,8522.281654,502.4453324,3534.277701,,,,,,,,,1.161383995,0.901555556,1.036022647,0.936710876,0.940869047,,,,,,,,,1.047052193,1.20322012,1.087881019,1.092710252,,,,,,,,
59,27,AGFACE_Australia_Wheat,Walpeup_Australia,2009,wheat,Yitpi,Wet,220,12,232,aCO2,Low,0,0,,TOS1,0,27,270,No,177.955,22.815,39.9875,2.8265,12.937165,,,,,,,,,4060.043325,7115.975563,502.9898075,2302.233198,,,,,,,,,AGFACE_Australia_Wheat,Walpeup_Australia,2009,wheat,Yitpi,Wet,220,12,232,eCO2,Low,0,0,,TOS1,1,27,271,No,227.0775,21.485,37.8525,2.480091667,11.508325,,,,,,,,,4878.760088,8595.451069,563.1730155,2613.28167,,,,,,,,,1.276038886,0.941705019,0.946608315,0.877442656,0.889555401,,,,,,,,,1.201652223,1.20790902,1.119650949,1.135107283,,,,,,,,
60,28,AGFACE_Australia_Wheat,Walpeup_Australia,2009,wheat,Yitpi,Wet,117,12,129,aCO2,Low,0,0,,TOS2,0,28,280,No,121.9225,29.1575,42.32,3.171808333,15.383735,,,,,,,,,3554.955294,5159.7602,386.7148015,1875.623431,,,,,,,,,AGFACE_Australia_Wheat,Walpeup_Australia,2009,wheat,Yitpi,Wet,117,12,129,eCO2,Low,0,0,,TOS2,1,28,281,No,218.165,24.54,35.9125,2.902866667,13.143455,,,,,,,,,5353.7691,7834.850563,633.3039064,2867.44186,,,,,,,,,1.789374398,0.841635943,0.848594045,0.915208727,0.854373467,,,,,,,,,1.506001808,1.518452459,1.637651065,1.528794007,,,,,,,,
61,29,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Drysdale,Dry,223,0,223,aCO2,Low,0,0,,TOS1,0,29,290,No,258.8416679,29.4,41.1725,2.794266667,15.10125,,,,,,,,,7609.945036,10657.15857,723.2726446,3908.832737,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Drysdale,Dry,223,0,223,eCO2,Low,0,0,,TOS1,1,29,291,No,285.095823,32.5275,40.64,2.5462,14.100425,,,,,,,,,9273.454383,11586.29425,725.9109845,4019.97227,,,,,,,,,1.1014294,1.106377551,0.98706661,0.91122298,0.933725685,,,,,,,,,1.218596762,1.087184184,1.003647781,1.028432921,,,,,,,,
62,3,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Janz,Dry,79,48,127,aCO2,Low,0,0,,TOS2,0,3,30,No,195.359063,29.6325,37.235,2.045133333,13.50541125,,,,,,,,,5788.977434,7274.194711,399.5353316,2638.404487,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Janz,Dry,79,48,127,eCO2,Low,0,0,,TOS2,1,3,31,No,198.0568356,32.08,36.44,2.500933333,13.11167875,,,,,,,,,6353.663286,7217.191089,495.326942,2596.857603,,,,,,,,,1.013809304,1.082595124,0.97864912,1.222870555,0.970846315,,,,,,,,,1.097545008,0.992163583,1.239757545,0.984253027,,,,,,,,
63,30,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Gladius,Dry,223,0,223,aCO2,Low,0,0,,TOS1,0,30,300,No,297.6056921,24.7225,39.255,2.444375,14.72689,,,,,,,,,7357.556723,11682.51144,727.4599136,4382.806291,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Gladius,Dry,223,0,223,eCO2,Low,0,0,,TOS1,1,30,301,No,315.9652623,26.85,39.03,2.6591,14.90574,,,,,,,,,8483.667293,12332.12419,840.183229,4709.696049,,,,,,,,,1.061690924,1.086055213,0.994268246,1.087844541,1.012144451,,,,,,,,,1.153054963,1.055605573,1.154954676,1.074584578,,,,,,,,
64,31,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,H45,Dry,223,0,223,aCO2,Low,0,0,,TOS1,0,31,310,No,395.3687333,27.4725,35.255,1.982391667,13.40585,,,,,,,,,10861.76753,13938.72469,783.7756823,5300.253933,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,H45,Dry,223,0,223,eCO2,Low,0,0,,TOS1,1,31,311,No,372.3133273,24.96,35.94,2.2343,12.68457,,,,,,,,,9292.940649,13380.94098,831.8596672,4722.634462,,,,,,,,,0.941686319,0.908544909,1.019429868,1.127072938,0.946196623,,,,,,,,,0.855564311,0.95998316,1.061349167,0.891020416,,,,,,,,
